x,y,m
43,39,-1.0
-71,121,1.0
-5,31,1.0
-53,47,1.0
-229,136,2.0
229,26,2.0
0,63,1.0
-5,34,-1.0
125,8,1.0
4,12,1.0
-32,53,1.0
-33,23,-1.0
39,18,1.0
-69,47,-1.0
229,71,2.0
-75,256,-1.0
125,218,-1.0
10,43,1.0
-33,254,-1.0
-9,86,-1.0
-25,33,1.0
-32,257,-1.0
-2,58,-1.0
-72,62,-1.0
33,26,1.0
1,50,1.0
-29,27,1.0
121,233,-1.0
-123,236,-1.0
-1,32,1.0
21,17,1.0
170,189,-1.0
22,22,-1.0
0,0,-1.0
230,-6,-1.0
-17,43,1.0
82,39,-1.0
49,247,-1.0
4,84,-1.0
-80,44,1.0
-64,130,1.0
23,12,1.0
109,94,1.0
-109,237,2.0
-6,26,-1.0
61,31,-1.0
-212,111,2.0
1,43,1.0
238,13,2.0
-2,30,1.0
27,71,-1.0
235,36,-1.0
201,180,2.0
99,235,-1.0
-21,-5,1.0
-81,-4,1.0
58,71,-1.0
62,253,-1.0
-18,1,1.0
25,63,-1.0
28,19,1.0
70,82,1.0
6,82,-1.0
-60,48,1.0
18,152,1.0
-6,43,-1.0
-16,17,1.0
6,140,-1.0
29,67,1.0
32,14,1.0
20,64,-1.0
-2,80,-1.0
27,0,1.0
32,47,1.0
239,75,-1.0
172,185,2.0
47,36,-1.0
114,253,2.0
-126,235,2.0
-71,237,2.0
207,252,-1.0
-232,104,-1.0
-232,16,-1.0
-54,153,-1.0
-1,48,1.0
-62,152,-1.0
222,82,2.0
-18,17,1.0
119,222,-1.0
-4,5,1.0
18,31,1.0
210,127,-1.0
-62,78,1.0
158,89,1.0
175,182,2.0
-12,26,-1.0
26,77,-1.0
-87,232,-1.0
34,47,-1.0
91,68,-1.0
-4,10,1.0
-235,-16,-1.0
-4,15,1.0
-15,10,1.0
-17,73,-1.0
20,37,1.0
-74,237,2.0
-9,14,-1.0
-36,174,-1.0
-72,-6,-1.0
188,162,-1.0
176,190,-1.0
184,169,-1.0
229,-16,-1.0
18,58,1.0
-237,6,-1.0
158,194,-1.0
173,180,2.0
-32,247,2.0
-32,16,-1.0
12,21,1.0
32,103,-1.0
-6,29,-1.0
179,169,-1.0
67,77,-1.0
105,137,-1.0
34,81,-1.0
0,0,1.0
74,34,1.0
232,6,2.0
