x,y,m
9,143,-1.0
-97,90,-1.0
0,0,-1.0
7,31,-1.0
196,62,-1.0
-99,142,1.0
157,52,-1.0
4,14,1.0
-232,-32,-1.0
6,53,-1.0
11,1,1.0
-168,180,2.0
4,9,1.0
91,261,-1.0
6,246,2.0
102,157,-1.0
83,253,2.0
20,252,2.0
58,240,-1.0
-120,215,2.0
-29,246,-1.0
21,-1,-1.0
4,122,-1.0
0,0,1.0
161,-1,1.0
4,20,1.0
29,14,1.0
65,200,1.0
-62,47,1.0
23,103,1.0
51,84,1.0
9,256,-1.0
-227,-32,-1.0
51,47,1.0
6,38,1.0
4,4,1.0
103,241,-1.0
2,47,-1.0
2,9,1.0
-173,188,-1.0
-6,11,1.0
6,29,1.0
154,204,2.0
136,53,1.0
-51,84,-1.0
25,4,-1.0
-120,223,-1.0
31,92,1.0
5,33,1.0
-18,46,1.0
-156,201,2.0
17,67,1.0
141,-3,1.0
119,153,1.0
-232,4,2.0
-40,65,1.0
16,262,2.0
18,33,1.0
-9,11,1.0
-62,48,1.0
-88,249,-1.0
-228,8,2.0
-143,210,-1.0
-157,202,-1.0
-142,120,-1.0
-10,18,1.0
6,10,1.0
-119,102,1.0
-44,122,-1.0
178,179,-1.0
9,217,-1.0
1,17,1.0
137,218,2.0
-229,-13,-1.0
9,18,1.0
-230,-17,2.0
146,210,2.0
-229,1,2.0
17,25,1.0
-56,59,1.0
43,33,-1.0
15,160,1.0
218,106,-1.0
16,17,1.0
130,235,-1.0
-54,256,-1.0
-2,157,1.0
-61,44,-1.0
0,0,1.0
-78,34,-1.0
23,13,1.0
-23,21,1.0
99,243,-1.0
-61,21,-1.0
225,-1,2.0
37,4,-1.0
-42,17,1.0
-233,13,-1.0
-235,5,2.0
85,154,-1.0
-239,92,-1.0
29,20,1.0
-13,20,1.0
-174,231,-1.0
27,13,1.0
-70,36,1.0
18,31,-1.0
-146,18,1.0
-114,168,-1.0
152,218,-1.0
-32,33,-1.0
-28,18,1.0
62,123,1.0
70,105,1.0
-96,92,-1.0
-235,8,2.0
116,117,1.0
-127,254,2.0
-4,277,-1.0
-34,25,1.0
-98,79,1.0
-17,263,-1.0
-21,36,-1.0
14,36,-1.0
-18,60,-1.0
0,0,1.0
-44,62,-1.0
107,106,1.0
29,16,1.0
-227,9,-1.0
241,66,2.0
-141,-10,-1.0
13,121,1.0
113,146,1.0
99,246,-1.0
44,256,2.0
-227,4,-1.0
195,184,2.0
-174,174,-1.0
-25,29,1.0
-134,13,1.0
210,172,2.0
224,126,2.0
197,183,2.0
0,73,1.0
-38,29,-1.0
-138,4,1.0
195,216,-1.0
69,43,1.0
241,36,-1.0
229,43,-1.0
-81,248,-1.0
-154,45,-1.0
240,15,-1.0
244,19,2.0
-39,256,-1.0
-32,119,1.0
206,163,-1.0
-92,134,-1.0
-224,11,-1.0
48,17,-1.0
0,0,1.0
-225,-10,2.0
-22,16,-1.0
-184,179,-1.0
-228,-4,-1.0
-58,10,-1.0
74,126,-1.0
240,96,-1.0
4,66,1.0
-83,232,2.0
-37,261,-1.0
238,51,2.0
25,20,1.0
183,169,-1.0
94,95,-1.0
237,4,2.0
-245,-5,-1.0
-20,8,1.0
-192,157,2.0
-125,224,2.0
120,230,2.0
135,29,1.0
67,136,1.0
-116,80,1.0
-51,121,1.0
26,111,1.0
-42,261,-1.0
-39,27,-1.0
-39,22,-1.0
88,90,1.0
120,227,-1.0
-26,89,1.0
-17,245,2.0
-45,-11,1.0
-148,209,2.0
205,79,-1.0
-36,10,1.0
72,242,-1.0
-103,61,1.0
10,19,1.0
-43,87,1.0
-234,9,2.0
21,15,1.0
-40,105,1.0
-48,85,-1.0
-12,17,1.0
81,255,-1.0
9,-4,-1.0
0,0,1.0
23,114,-1.0
150,222,2.0
-26,11,1.0
11,4,1.0
64,48,1.0
-229,4,2.0
-98,59,-1.0
-228,11,2.0
-64,115,1.0
32,25,1.0
102,247,2.0
-103,46,1.0
1,183,-1.0
-175,20,1.0
37,13,-1.0
-43,42,-1.0
16,158,1.0
-138,256,2.0
31,10,1.0
237,57,-1.0
225,126,-1.0
29,7,1.0
25,25,1.0
18,15,1.0
103,62,-1.0
0,0,1.0
131,58,1.0
-61,11,1.0
143,244,-1.0
195,180,-1.0
-126,15,-1.0
235,2,-1.0
7,28,-1.0
124,167,-1.0
25,17,1.0
125,215,2.0
38,20,-1.0
233,25,-1.0
-225,17,-1.0
33,12,-1.0
9,15,1.0
0,109,1.0
-16,25,1.0
27,38,-1.0
12,254,-1.0
-15,22,-1.0
60,270,-1.0
-59,104,-1.0
-10,25,-1.0
-153,68,1.0
183,190,-1.0
40,278,-1.0
70,116,1.0
43,271,-1.0
-40,243,-1.0
-229,95,-1.0
4,13,1.0
11,36,-1.0
230,31,-1.0
-53,242,2.0
229,3,2.0
136,151,1.0
18,29,1.0
78,242,-1.0
-229,-20,2.0
-145,211,2.0
121,45,-1.0
0,0,-1.0
0,0,1.0
-184,172,2.0
-58,242,2.0
227,20,-1.0
180,190,2.0
143,218,2.0
-201,162,2.0
11,85,1.0
7,41,-1.0
-25,256,-1.0
31,38,-1.0
0,0,-1.0
184,243,2.0
123,146,1.0
169,-4,-1.0
-201,210,-1.0
-43,25,-1.0
15,29,1.0
-229,10,2.0
5,5,1.0
34,17,-1.0
-123,26,1.0
232,68,-1.0
-142,200,2.0
-214,134,-1.0
194,159,-1.0
20,13,1.0
-1,20,-1.0
7,-2,1.0
165,245,-1.0
-169,211,-1.0
-115,225,2.0
33,86,-1.0
91,73,-1.0
-190,170,-1.0
-25,10,1.0
-32,132,1.0
36,81,-1.0
-235,22,-1.0
93,52,1.0
-120,95,-1.0
-25,75,-1.0
94,243,-1.0
-159,4,1.0
-153,107,-1.0
-107,247,-1.0
107,104,1.0
0,17,1.0
0,169,1.0
-59,158,-1.0
-10,11,1.0
-6,42,1.0
-27,15,1.0
4,38,-1.0
137,142,-1.0
-50,113,-1.0
-147,146,-1.0
69,120,1.0
17,257,2.0
37,47,1.0
32,20,-1.0
-29,13,1.0
-142,144,1.0
-170,204,2.0
-18,-1,1.0
-142,221,-1.0
-27,8,1.0
15,256,-1.0
-110,123,1.0
105,241,-1.0
16,92,1.0
-61,112,-1.0
-22,5,-1.0
-13,8,-1.0
99,71,1.0
65,262,-1.0
96,44,-1.0
-9,48,-1.0
-225,67,-1.0
224,52,-1.0
86,154,-1.0
-140,16,-1.0
