x,y,m
-197,163,-1.0
-64,10,1.0
-11,46,-1.0
-6,259,2.0
-1,263,-1.0
26,5,-1.0
-183,179,-1.0
-54,73,-1.0
16,2,1.0
17,12,1.0
-23,22,1.0
27,7,-1.0
184,174,2.0
-18,42,-1.0
-234,16,-1.0
-48,33,-1.0
-200,159,2.0
-75,133,-1.0
145,214,2.0
17,8,1.0
-194,175,-1.0
-113,230,-1.0
-17,378,-1.0
-11,257,-1.0
-51,89,1.0
-5,13,1.0
-6,254,-1.0
-102,233,-1.0
-21,5,1.0
-186,176,-1.0
121,92,1.0
233,52,-1.0
-48,15,-1.0
150,206,-1.0
20,7,1.0
-142,102,-1.0
118,239,2.0
26,47,-1.0
0,0,1.0
-233,20,-1.0
-102,27,-1.0
-232,37,-1.0
9,257,2.0
-43,13,-1.0
0,0,1.0
180,180,2.0
-121,236,-1.0
-31,22,1.0
-45,71,1.0
-2,10,1.0
-28,18,1.0
-164,209,2.0
-25,15,1.0
11,256,2.0
-127,222,2.0
49,-4,1.0
-21,4,1.0
-25,6,1.0
2,21,1.0
10,1,1.0
17,10,1.0
-16,17,1.0
-229,-10,-1.0
-20,29,1.0
-10,16,-1.0
75,247,-1.0
-195,137,2.0
16,105,-1.0
163,200,2.0
-25,14,1.0
0,261,2.0
-227,55,-1.0
7,99,1.0
-38,5,1.0
-229,6,2.0
-232,14,-1.0
-125,218,-1.0
233,48,2.0
-56,66,-1.0
-21,14,-1.0
0,0,1.0
-118,224,-1.0
21,95,1.0
-17,262,-1.0
7,103,-1.0
-25,17,-1.0
11,11,1.0
7,4,1.0
-45,151,1.0
238,31,-1.0
-228,-1,2.0
-7,10,1.0
205,146,2.0
-141,205,-1.0
42,26,-1.0
-39,13,-1.0
25,19,-1.0
153,237,-1.0
-80,94,1.0
103,50,1.0
-78,114,1.0
-23,20,-1.0
-50,119,-1.0
4,1,1.0
113,239,-1.0
-207,150,2.0
-20,10,-1.0
72,258,-1.0
7,9,-1.0
-55,3,1.0
6,19,1.0
-2,13,1.0
-12,8,1.0
0,167,1.0
-1,26,1.0
-157,195,-1.0
5,6,1.0
237,46,-1.0
-126,6,-1.0
114,253,-1.0
-74,155,-1.0
20,19,1.0
196,199,-1.0
4,32,1.0
-104,236,-1.0
124,231,2.0
224,148,2.0
-197,176,2.0
140,218,2.0
-148,210,2.0
-162,189,2.0
-232,9,2.0
4,4,1.0
17,-4,1.0
7,9,1.0
-21,40,1.0
237,25,-1.0
9,6,1.0
5,21,-1.0
7,16,1.0
-23,55,-1.0
-7,-4,-1.0
0,0,-1.0
0,16,-1.0
0,0,1.0
240,50,2.0
59,10,1.0
-5,38,1.0
176,235,-1.0
-169,221,-1.0
-143,44,1.0
6,18,-1.0
131,223,-1.0
-196,186,-1.0
-13,2,1.0
-159,204,-1.0
2,11,1.0
158,226,-1.0
6,12,1.0
18,254,-1.0
-2,10,1.0
-143,237,-1.0
121,237,2.0
58,133,-1.0
77,219,-1.0
-142,228,-1.0
-2,21,1.0
6,23,-1.0
-143,230,2.0
-234,50,-1.0
-159,247,-1.0
-147,218,-1.0
-143,33,-1.0
-12,46,1.0
-76,143,1.0
0,18,-1.0
0,0,-1.0
-162,221,2.0
-1,15,-1.0
10,6,1.0
191,167,-1.0
-27,22,1.0
-1,15,1.0
9,4,-1.0
-208,175,-1.0
-33,159,-1.0
4,0,1.0
197,168,-1.0
-1,6,-1.0
-141,238,2.0
-81,136,-1.0
-9,7,-1.0
-2,17,1.0
-10,2,1.0
-238,41,-1.0
-9,15,-1.0
241,50,2.0
-33,138,-1.0
-2,59,1.0
-4,18,-1.0
115,244,-1.0
-167,216,2.0
5,29,1.0
53,91,-1.0
7,13,-1.0
135,228,2.0
-16,8,1.0
223,-3,2.0
-80,257,2.0
53,254,2.0
