x,y,m
-13,21,1.0
-32,34,1.0
-66,271,-1.0
154,210,-1.0
194,179,-1.0
-5,9,1.0
-60,5,-1.0
131,256,-1.0
159,210,-1.0
-246,47,-1.0
-16,67,1.0
4,79,1.0
7,103,-1.0
181,197,-1.0
26,98,1.0
9,1,1.0
-38,53,-1.0
-145,215,-1.0
0,0,1.0
119,52,1.0
132,257,-1.0
200,71,-1.0
10,100,-1.0
-5,96,-1.0
0,0,-1.0
0,0,1.0
118,32,1.0
15,6,-1.0
22,11,1.0
-2,-1,1.0
-249,55,2.0
100,146,-1.0
22,1,-1.0
0,0,1.0
-107,243,-1.0
0,0,1.0
-38,-1,-1.0
0,0,1.0
116,266,2.0
-141,94,-1.0
-237,27,2.0
100,106,-1.0
7,14,-1.0
-17,6,1.0
-7,37,1.0
-151,215,2.0
-64,273,-1.0
-243,-6,2.0
-150,219,-1.0
-15,100,1.0
-130,232,-1.0
228,68,-1.0
77,149,1.0
-9,38,-1.0
232,80,-1.0
2,15,-1.0
-10,11,-1.0
0,0,-1.0
-113,249,-1.0
2,22,1.0
-56,189,1.0
-2,8,-1.0
-22,260,-1.0
136,83,-1.0
219,127,-1.0
-147,217,2.0
-15,5,-1.0
-65,37,1.0
-165,222,-1.0
2,34,-1.0
-11,26,1.0
-45,199,-1.0
137,230,2.0
-25,265,-1.0
-6,53,1.0
-44,111,1.0
6,107,-1.0
29,39,1.0
-158,247,-1.0
-4,11,1.0
-2,295,-1.0
34,64,1.0
-25,46,1.0
-29,110,1.0
-109,241,2.0
202,173,-1.0
-87,101,-1.0
-93,235,2.0
62,58,-1.0
-11,26,-1.0
0,0,1.0
-103,254,-1.0
-141,126,1.0
17,179,-1.0
15,262,-1.0
-6,43,-1.0
114,62,1.0
0,135,1.0
-169,193,-1.0
1,10,1.0
108,22,1.0
-11,147,-1.0
-239,9,-1.0
223,-2,-1.0
-2,8,1.0
-180,165,2.0
4,-6,1.0
157,13,1.0
-64,9,-1.0
-31,136,1.0
93,231,-1.0
-196,184,-1.0
-16,-2,1.0
-6,258,-1.0
-15,135,1.0
-5,5,1.0
118,119,1.0
4,116,1.0
-109,24,-1.0
-15,56,1.0
-179,184,-1.0
85,243,2.0
167,205,2.0
-219,147,-1.0
109,119,-1.0
0,0,1.0
192,166,2.0
56,13,-1.0
0,0,1.0
16,250,-1.0
1,62,-1.0
-2,108,1.0
82,98,1.0
88,243,2.0
-5,6,1.0
1,-6,1.0
-169,189,2.0
9,42,1.0
-13,258,2.0
-240,13,2.0
29,262,-1.0
-121,11,-1.0
-116,8,-1.0
179,193,-1.0
188,180,2.0
