x,y,m
-229,-6,2.0
42,15,1.0
237,9,-1.0
-2,250,2.0
-23,14,1.0
16,20,1.0
-92,148,1.0
9,53,-1.0
18,27,1.0
-16,35,-1.0
-222,-17,-1.0
31,22,1.0
25,241,-1.0
-81,237,2.0
-21,-6,1.0
-39,27,-1.0
12,75,1.0
5,55,1.0
-42,19,1.0
74,43,-1.0
0,0,-1.0
6,80,-1.0
0,0,-1.0
0,0,-1.0
0,0,1.0
109,232,2.0
-23,0,-1.0
118,230,-1.0
94,245,-1.0
-48,20,-1.0
0,0,1.0
33,241,-1.0
75,96,1.0
-16,13,1.0
-138,16,-1.0
-20,277,-1.0
53,245,2.0
-181,164,-1.0
-134,27,-1.0
38,16,-1.0
1,31,1.0
-15,20,1.0
27,257,2.0
-54,243,2.0
-134,209,-1.0
103,114,1.0
-230,4,-1.0
-15,35,-1.0
11,25,1.0
-150,194,-1.0
-185,159,-1.0
-185,168,2.0
-33,10,-1.0
0,0,1.0
15,0,1.0
-48,101,-1.0
-50,54,1.0
-42,29,1.0
-40,79,-1.0
71,39,1.0
-37,118,-1.0
-159,206,-1.0
151,209,2.0
-29,159,-1.0
123,227,-1.0
7,20,1.0
-18,94,-1.0
127,218,-1.0
32,13,1.0
44,146,-1.0
-36,54,1.0
-212,209,2.0
-29,32,1.0
27,29,-1.0
0,0,1.0
-200,299,-1.0
-163,58,-1.0
-44,74,1.0
-234,8,-1.0
-192,47,-1.0
-13,141,1.0
-129,222,-1.0
-180,196,-1.0
-29,22,1.0
-167,200,2.0
-241,96,2.0
98,237,2.0
-159,204,-1.0
-186,193,-1.0
49,21,1.0
62,43,-1.0
-230,102,2.0
109,237,-1.0
-150,222,-1.0
12,23,1.0
-206,155,2.0
33,20,-1.0
-50,106,-1.0
112,57,-1.0
97,134,-1.0
22,256,2.0
25,0,-1.0
9,12,1.0
-25,254,2.0
-45,18,-1.0
-1,7,1.0
233,58,-1.0
2,10,1.0
25,216,-1.0
-50,215,-1.0
-27,63,-1.0
-28,43,-1.0
-4,204,-1.0
78,243,2.0
20,15,1.0
-169,205,-1.0
-97,143,-1.0
-148,95,1.0
9,6,1.0
-175,200,-1.0
21,272,-1.0
32,117,1.0
22,115,-1.0
69,164,1.0
5,11,1.0
-235,20,-1.0
66,259,-1.0
121,33,1.0
27,5,-1.0
-232,22,2.0
42,147,1.0
123,227,-1.0
23,31,1.0
27,42,-1.0
0,0,1.0
-186,199,2.0
-11,225,-1.0
-110,141,1.0
0,7,1.0
11,9,1.0
-54,105,1.0
13,1,1.0
-227,75,-1.0
-7,34,-1.0
9,73,-1.0
25,16,1.0
29,105,1.0
37,198,1.0
-45,246,-1.0
10,0,-1.0
243,22,-1.0
-2,26,-1.0
159,209,2.0
27,55,-1.0
6,15,-1.0
16,258,-1.0
56,245,2.0
-6,9,1.0
7,20,1.0
6,549,-1.0
45,257,2.0
-13,48,-1.0
81,253,2.0
4,5,1.0
-108,36,-1.0
72,116,1.0
78,72,-1.0
45,26,-1.0
0,0,1.0
246,31,-1.0
119,242,-1.0
0,0,1.0
-110,136,-1.0
48,20,-1.0
-115,234,2.0
-47,161,1.0
-13,6,1.0
217,159,2.0
241,31,-1.0
240,19,-1.0
118,-3,1.0
-234,49,2.0
-26,10,-1.0
4,13,1.0
-18,252,-1.0
-232,15,2.0
-230,11,-1.0
16,23,1.0
13,4,1.0
-6,17,-1.0
0,0,-1.0
-164,195,-1.0
-49,33,-1.0
-20,13,-1.0
-2,12,1.0
-235,20,2.0
-25,37,1.0
-109,162,-1.0
36,11,-1.0
96,5,-1.0
-13,21,1.0
17,20,1.0
25,18,-1.0
0,0,-1.0
-129,23,1.0
-16,18,1.0
18,26,-1.0
-44,23,-1.0
0,0,-1.0
91,52,1.0
-5,176,-1.0
42,195,-1.0
0,180,-1.0
0,0,-1.0
-227,68,2.0
10,2,-1.0
0,0,1.0
175,186,-1.0
114,239,-1.0
-26,31,-1.0
-13,29,-1.0
-6,6,1.0
93,32,-1.0
33,160,-1.0
1,16,1.0
-15,12,1.0
2,5,-1.0
159,193,-1.0
-47,107,1.0
-10,122,1.0
13,-1,1.0
239,22,2.0
-6,19,-1.0
-223,-21,-1.0
58,27,1.0
-12,261,-1.0
0,0,-1.0
26,148,-1.0
75,248,2.0
-135,134,-1.0
-4,6,1.0
12,122,-1.0
4,19,-1.0
-4,109,-1.0
-6,4,-1.0
233,25,2.0
-76,247,-1.0
-4,8,1.0
-10,251,-1.0
-71,289,-1.0
20,16,1.0
-16,130,-1.0
-34,172,1.0
45,51,-1.0
20,43,-1.0
-1,-4,-1.0
131,151,1.0
-131,207,-1.0
-185,161,2.0
-227,-12,-1.0
151,132,1.0
18,40,1.0
-23,256,-1.0
119,145,-1.0
15,8,-1.0
-197,161,2.0
4,261,-1.0
-146,237,-1.0
12,247,-1.0
-20,12,-1.0
-147,223,-1.0
-134,178,1.0
-229,-29,2.0
195,168,2.0
-183,190,-1.0
102,233,-1.0
-5,22,-1.0
-235,-8,-1.0
1,29,1.0
42,27,-1.0
-11,15,-1.0
