x,y,m
80,59,-1.0
-13,59,-1.0
-145,199,2.0
105,84,-1.0
-23,3,-1.0
23,67,1.0
5,4,1.0
-2,0,1.0
141,213,2.0
66,74,-1.0
23,93,1.0
-172,201,2.0
158,203,-1.0
37,46,1.0
76,25,-1.0
62,268,-1.0
-28,13,1.0
-227,1,2.0
186,190,-1.0
50,269,2.0
137,232,-1.0
-7,58,-1.0
2,17,1.0
-39,42,-1.0
206,166,2.0
-40,194,-1.0
-44,169,1.0
33,21,-1.0
-161,220,-1.0
-26,5,-1.0
-102,234,-1.0
237,37,-1.0
25,26,1.0
-6,84,1.0
11,103,1.0
31,13,1.0
-34,15,-1.0
-5,270,2.0
88,277,2.0
-76,43,1.0
-127,247,-1.0
0,0,-1.0
-2,118,-1.0
-114,127,-1.0
51,168,-1.0
48,165,1.0
-233,89,-1.0
7,10,1.0
-53,254,2.0
-147,211,2.0
-103,117,-1.0
34,16,1.0
134,215,-1.0
81,39,-1.0
-38,35,-1.0
16,12,1.0
107,94,1.0
-4,17,1.0
143,207,2.0
-163,195,2.0
-235,100,-1.0
227,107,-1.0
97,315,2.0
-202,163,-1.0
45,249,2.0
-124,263,2.0
225,120,-1.0
-170,199,-1.0
-49,71,1.0
-191,175,2.0
-50,13,1.0
-232,20,-1.0
-189,184,-1.0
28,16,1.0
16,259,2.0
-233,33,-1.0
26,75,-1.0
-134,96,-1.0
1,52,1.0
-22,10,1.0
-23,16,1.0
-148,230,2.0
152,236,-1.0
29,21,1.0
-185,186,-1.0
6,-3,1.0
-7,1,1.0
10,1,1.0
138,-5,-1.0
2,46,-1.0
85,277,-1.0
151,15,-1.0
-67,105,-1.0
70,141,-1.0
-83,42,-1.0
10,13,1.0
-37,34,1.0
53,13,-1.0
-16,7,1.0
225,7,-1.0
-232,-4,-1.0
17,12,1.0
-23,4,1.0
9,63,-1.0
0,11,1.0
50,13,1.0
97,52,-1.0
142,233,2.0
-54,34,-1.0
-7,1,1.0
-18,11,1.0
13,46,-1.0
170,186,-1.0
97,164,-1.0
18,11,-1.0
21,157,1.0
-238,-19,2.0
86,28,-1.0
228,65,-1.0
159,188,2.0
-15,0,1.0
212,143,2.0
-241,-13,2.0
-165,217,2.0
-32,14,1.0
-235,111,-1.0
228,4,2.0
-10,73,-1.0
-225,135,-1.0
-152,38,1.0
-72,262,-1.0
-60,269,-1.0
75,260,-1.0
-125,47,-1.0
147,183,-1.0
174,204,2.0
-4,3,1.0
16,0,1.0
121,46,-1.0
102,106,-1.0
-50,14,-1.0
0,0,1.0
-228,-4,-1.0
36,22,-1.0
-9,16,1.0
131,21,-1.0
11,3,1.0
-17,48,-1.0
33,127,-1.0
-51,22,1.0
10,167,-1.0
-233,-6,2.0
-234,-21,-1.0
72,42,1.0
-12,59,1.0
-15,24,1.0
44,42,1.0
60,313,-1.0
-27,62,1.0
65,30,-1.0
228,36,-1.0
222,20,2.0
-28,-3,1.0
-29,126,-1.0
48,-8,1.0
85,125,-1.0
58,20,-1.0
-237,4,2.0
-241,16,2.0
20,8,-1.0
184,64,1.0
-13,4,1.0
85,80,1.0
66,107,1.0
-1,13,1.0
103,238,2.0
-148,31,1.0
33,169,1.0
-51,125,1.0
0,0,1.0
80,107,-1.0
29,674,-1.0
40,11,-1.0
-20,39,1.0
2,8,-1.0
-240,-5,2.0
-202,178,-1.0
-151,212,-1.0
23,262,-1.0
230,0,-1.0
2,2,-1.0
54,42,-1.0
113,111,-1.0
-13,-3,1.0
232,110,-1.0
-21,2,1.0
-22,-9,1.0
-138,216,2.0
-206,599,-1.0
-202,155,-1.0
5,43,1.0
38,63,1.0
-227,10,2.0
-143,26,-1.0
-12,29,1.0
21,4,1.0
1,22,1.0
-29,10,-1.0
-235,1,2.0
-36,85,-1.0
-32,26,1.0
218,155,2.0
-125,22,-1.0
-129,250,-1.0
153,98,1.0
-124,235,2.0
22,20,-1.0
12,13,1.0
175,277,-1.0
-44,22,-1.0
22,271,-1.0
51,100,1.0
153,256,-1.0
33,263,2.0
25,27,1.0
-235,13,-1.0
-47,6,-1.0
20,3,1.0
-16,15,1.0
-93,262,-1.0
33,113,-1.0
97,266,2.0
-156,5,-1.0
-124,69,-1.0
-58,162,1.0
228,45,-1.0
29,277,2.0
238,9,-1.0
-29,283,2.0
-29,206,1.0
173,241,-1.0
40,263,-1.0
