x,y,m
-9,59,-1.0
-2,162,1.0
-208,143,-1.0
232,-8,2.0
6,102,1.0
-192,178,2.0
89,62,-1.0
-59,85,-1.0
-167,190,-1.0
-10,37,1.0
-18,53,1.0
2,121,1.0
-94,251,-1.0
-67,257,-1.0
225,4,2.0
125,130,-1.0
-116,125,-1.0
116,233,2.0
102,17,1.0
-5,265,2.0
-15,27,-1.0
2,285,-1.0
92,109,1.0
0,16,-1.0
0,0,1.0
55,86,-1.0
69,16,1.0
120,221,-1.0
72,256,-1.0
-40,42,-1.0
-72,247,2.0
27,263,-1.0
-26,16,-1.0
7,80,1.0
-178,206,-1.0
53,39,1.0
20,13,1.0
-23,11,1.0
12,9,1.0
-10,258,-1.0
15,11,1.0
-44,122,-1.0
1,13,1.0
42,40,-1.0
17,29,-1.0
-5,5,1.0
-5,53,1.0
229,21,-1.0
-7,10,-1.0
12,6,1.0
-2,8,1.0
-2,64,-1.0
232,24,-1.0
-18,6,-1.0
0,0,-1.0
-43,83,1.0
-27,8,-1.0
-140,214,-1.0
5,15,-1.0
-21,50,-1.0
-16,4,1.0
-105,231,2.0
-20,4,1.0
192,198,-1.0
20,41,-1.0
0,0,1.0
29,269,-1.0
-22,119,-1.0
-21,258,2.0
9,21,1.0
184,179,-1.0
-12,19,-1.0
15,5,1.0
-221,136,-1.0
18,15,1.0
228,31,-1.0
-43,22,-1.0
218,125,-1.0
-167,197,-1.0
-70,53,-1.0
-235,24,-1.0
10,110,1.0
135,235,-1.0
-13,11,1.0
-18,10,1.0
-12,15,1.0
228,28,2.0
130,104,1.0
4,17,-1.0
130,57,-1.0
-88,158,1.0
173,180,2.0
28,257,-1.0
0,37,-1.0
0,0,1.0
-12,149,-1.0
107,-1,-1.0
-174,220,-1.0
228,81,2.0
-35,111,1.0
39,251,2.0
5,12,1.0
-53,258,-1.0
-121,249,2.0
-21,272,2.0
44,298,2.0
-239,32,-1.0
12,28,1.0
6,2,1.0
-55,84,-1.0
-212,179,-1.0
2,22,1.0
-96,91,-1.0
-1,91,1.0
-233,16,-1.0
-181,206,-1.0
60,254,2.0
16,33,-1.0
10,21,-1.0
-116,123,-1.0
222,21,2.0
-153,222,-1.0
11,52,-1.0
-4,22,1.0
10,2,1.0
-151,212,2.0
235,48,2.0
-229,109,-1.0
-248,28,-1.0
-36,1,1.0
-91,245,-1.0
12,1,1.0
-25,-4,1.0
23,22,-1.0
234,13,-1.0
23,269,2.0
-75,250,2.0
