x,y,m
158,191,-1.0
186,192,-1.0
0,0,-1.0
-228,20,-1.0
-170,184,-1.0
-176,190,-1.0
239,25,2.0
31,10,-1.0
2,24,1.0
9,101,-1.0
-6,46,1.0
0,24,-1.0
0,0,1.0
0,47,-1.0
-42,15,1.0
40,20,-1.0
16,34,-1.0
-31,17,-1.0
49,260,-1.0
-192,8,1.0
-70,126,1.0
-228,14,-1.0
42,13,1.0
-61,134,1.0
196,183,2.0
156,215,-1.0
1,15,1.0
-124,243,-1.0
6,45,1.0
-39,29,-1.0
-65,94,1.0
-40,130,-1.0
152,227,-1.0
0,80,-1.0
-152,219,-1.0
-17,63,-1.0
-4,17,1.0
51,261,-1.0
-44,69,1.0
-124,62,-1.0
-22,42,1.0
-12,34,-1.0
-225,14,-1.0
10,79,-1.0
-233,43,-1.0
-118,240,-1.0
7,64,-1.0
11,36,1.0
-11,24,1.0
-27,151,1.0
13,31,1.0
34,135,-1.0
-229,-1,-1.0
-51,247,2.0
62,249,2.0
-141,211,-1.0
-55,246,-1.0
-40,68,-1.0
-2,83,-1.0
-10,22,1.0
4,12,1.0
5,16,1.0
233,-10,-1.0
28,102,1.0
-183,190,-1.0
-51,80,1.0
-21,18,1.0
-194,149,-1.0
126,221,2.0
-43,107,-1.0
17,43,-1.0
27,107,1.0
-154,204,-1.0
-6,43,-1.0
50,259,2.0
223,2,2.0
-4,4,1.0
0,8,1.0
4,10,-1.0
47,251,2.0
-232,-17,2.0
189,167,-1.0
232,74,-1.0
227,69,2.0
146,106,-1.0
6,13,-1.0
222,11,2.0
-201,143,2.0
4,116,-1.0
-9,6,1.0
2,2,1.0
206,147,-1.0
-7,8,-1.0
-234,-6,-1.0
-49,36,1.0
44,124,1.0
227,22,2.0
-9,142,1.0
-2,9,1.0
-34,141,1.0
-102,17,1.0
31,55,1.0
45,121,1.0
-70,245,2.0
102,227,-1.0
-235,17,-1.0
-51,258,2.0
2,11,1.0
-17,250,-1.0
-196,158,2.0
