x,y,m
5,6,1.0
-5,45,1.0
-76,260,-1.0
43,36,1.0
140,214,2.0
-15,73,-1.0
0,0,-1.0
0,0,-1.0
6,4,1.0
234,-15,-1.0
0,33,1.0
-15,34,1.0
232,1,2.0
-238,78,2.0
1,0,1.0
232,1,-1.0
1,99,-1.0
132,206,-1.0
2,10,1.0
43,31,-1.0
153,151,1.0
-93,148,-1.0
-180,188,-1.0
-17,56,-1.0
-99,229,-1.0
2,8,1.0
153,205,-1.0
2,185,-1.0
13,9,-1.0
-131,215,2.0
-23,57,1.0
22,274,-1.0
0,-2,1.0
-21,88,-1.0
-2,11,1.0
-1,4,1.0
-206,131,2.0
2,80,-1.0
15,22,1.0
-13,9,-1.0
0,0,-1.0
0,0,1.0
232,52,2.0
-23,11,1.0
161,-6,-1.0
0,0,1.0
-88,176,1.0
-173,186,-1.0
2,4,1.0
9,68,-1.0
5,12,-1.0
-6,184,1.0
20,68,-1.0
-132,231,-1.0
6,16,-1.0
0,0,1.0
-1,7,1.0
0,2,1.0
-228,16,-1.0
-21,29,-1.0
-94,81,-1.0
22,4,-1.0
-36,216,-1.0
-100,154,-1.0
9,20,-1.0
-17,26,1.0
-6,6,1.0
-47,39,-1.0
1,6,1.0
104,236,-1.0
36,128,-1.0
39,36,1.0
10,195,-1.0
0,0,1.0
11,7,1.0
-13,63,-1.0
0,0,1.0
-11,17,-1.0
-83,123,1.0
141,214,-1.0
4,183,1.0
20,39,1.0
7,173,1.0
-15,194,-1.0
32,220,-1.0
230,-10,-1.0
0,0,-1.0
0,0,-1.0
237,13,-1.0
85,235,-1.0
0,0,1.0
-11,274,2.0
-12,76,1.0
-140,94,1.0
-76,158,-1.0
-29,15,1.0
-29,275,2.0
43,75,-1.0
27,15,1.0
147,2,1.0
-37,90,-1.0
-116,249,2.0
-179,243,-1.0
-178,254,-1.0
4,37,1.0
-2,290,-1.0
26,29,1.0
-150,85,1.0
129,-1,1.0
-119,23,-1.0
-184,182,-1.0
-9,269,-1.0
-34,17,1.0
-227,83,-1.0
-22,7,-1.0
-29,36,-1.0
-5,69,1.0
48,144,-1.0
76,112,-1.0
-2,20,-1.0
16,47,1.0
33,118,-1.0
112,238,2.0
-237,21,-1.0
40,55,-1.0
-55,272,2.0
-154,251,-1.0
25,31,-1.0
-15,195,-1.0
94,11,1.0
-118,273,-1.0
-26,11,1.0
26,23,-1.0
-31,1,-1.0
28,50,1.0
26,26,-1.0
18,189,1.0
-82,138,-1.0
-18,6,-1.0
-2,306,-1.0
235,31,-1.0
-40,17,1.0
-238,20,2.0
118,240,2.0
-26,4,1.0
4,47,1.0
-173,195,-1.0
58,258,-1.0
-7,262,2.0
7,26,1.0
11,-1,-1.0
33,-13,-1.0
235,27,-1.0
1,38,-1.0
-125,236,2.0
13,9,-1.0
-50,140,-1.0
33,3,-1.0
0,0,-1.0
0,0,-1.0
-5,32,1.0
-36,0,1.0
-75,78,-1.0
-47,13,-1.0
-42,6,-1.0
26,3,-1.0
132,235,2.0
136,230,2.0
158,216,-1.0
4,17,-1.0
-1,31,1.0
131,150,1.0
-38,19,-1.0
9,-2,1.0
1,36,1.0
146,230,-1.0
29,31,-1.0
167,222,-1.0
-85,75,-1.0
-64,159,-1.0
-83,114,1.0
60,153,1.0
98,172,1.0
22,-1,-1.0
36,-8,-1.0
-130,236,2.0
-201,149,-1.0
134,148,-1.0
29,33,-1.0
238,42,2.0
11,21,1.0
7,11,1.0
-93,62,1.0
-228,21,-1.0
28,17,-1.0
-17,18,-1.0
-89,69,-1.0
-77,48,1.0
-82,95,1.0
53,43,-1.0
7,41,1.0
26,23,1.0
29,15,1.0
234,20,-1.0
49,36,-1.0
23,13,-1.0
-42,272,2.0
89,128,-1.0
-26,21,-1.0
28,11,1.0
-55,28,1.0
-23,262,-1.0
210,169,-1.0
-15,22,1.0
-29,33,1.0
40,21,1.0
-154,12,1.0
235,73,-1.0
-225,32,-1.0
-9,121,-1.0
116,64,1.0
22,18,1.0
-179,44,1.0
-188,216,-1.0
1,25,1.0
119,254,-1.0
-17,259,2.0
114,45,-1.0
119,71,1.0
89,243,-1.0
-121,236,2.0
9,72,-1.0
12,6,1.0
27,20,1.0
237,51,2.0
18,6,1.0
229,50,-1.0
26,19,-1.0
-224,0,2.0
21,13,1.0
135,82,-1.0
-23,1,-1.0
235,0,2.0
-15,-2,1.0
-102,29,-1.0
21,56,1.0
227,16,-1.0
-75,48,-1.0
1,121,1.0
-17,31,-1.0
12,46,-1.0
20,6,-1.0
2,271,2.0
81,258,-1.0
-61,55,1.0
28,26,1.0
-18,197,-1.0
-167,198,-1.0
-225,13,-1.0
16,21,-1.0
