x,y,m
183,180,2.0
108,229,-1.0
71,5,-1.0
-9,5,1.0
-6,10,1.0
11,26,-1.0
-87,53,-1.0
154,224,-1.0
116,83,-1.0
119,101,-1.0
-96,80,1.0
98,62,-1.0
-27,1,-1.0
32,67,-1.0
0,0,-1.0
32,25,1.0
-116,182,-1.0
20,21,-1.0
104,-10,1.0
18,32,1.0
-22,247,2.0
158,194,-1.0
230,9,2.0
191,209,-1.0
-110,232,-1.0
-6,-4,1.0
43,27,-1.0
31,22,-1.0
34,21,-1.0
-50,198,1.0
-44,27,-1.0
29,242,2.0
120,218,-1.0
15,98,1.0
10,30,1.0
9,9,1.0
-26,17,-1.0
51,53,-1.0
40,10,-1.0
-22,246,-1.0
-222,16,2.0
-225,16,2.0
-120,228,2.0
-20,23,1.0
54,96,-1.0
-17,302,2.0
-48,37,-1.0
-16,259,-1.0
121,63,-1.0
165,197,-1.0
-151,205,-1.0
-22,272,-1.0
-40,29,1.0
140,6,-1.0
222,15,-1.0
-192,193,-1.0
4,71,1.0
89,23,-1.0
-31,16,-1.0
154,202,-1.0
5,17,1.0
-10,62,1.0
25,58,1.0
5,2,1.0
29,104,1.0
132,466,-1.0
-120,123,-1.0
-25,268,-1.0
-191,175,-1.0
-234,25,-1.0
225,22,2.0
44,117,1.0
-40,31,1.0
-74,53,-1.0
-33,27,1.0
-45,265,-1.0
20,26,1.0
130,212,-1.0
-216,11,-1.0
-148,214,2.0
53,53,-1.0
1,17,1.0
227,43,-1.0
-156,167,1.0
1,22,1.0
-66,134,-1.0
-225,52,2.0
-167,210,-1.0
-15,2,1.0
66,70,-1.0
2,8,1.0
150,71,-1.0
-9,258,-1.0
-22,113,-1.0
112,247,-1.0
-5,100,1.0
-54,62,1.0
-50,7,-1.0
-2,5,1.0
224,33,-1.0
5,4,1.0
-26,42,-1.0
10,2,1.0
199,-8,-1.0
-12,104,-1.0
-12,10,1.0
-158,211,2.0
-9,8,1.0
-22,-3,1.0
223,12,2.0
-7,84,1.0
-21,0,1.0
-86,142,1.0
10,6,-1.0
11,7,-1.0
1,92,-1.0
5,2,1.0
20,10,-1.0
6,5,1.0
22,4,-1.0
0,0,1.0
-9,37,1.0
74,34,-1.0
223,2,-1.0
12,0,-1.0
0,0,1.0
22,27,-1.0
-224,109,-1.0
-11,0,1.0
-9,4,1.0
-173,176,-1.0
10,150,1.0
-227,19,-1.0
31,35,1.0
32,6,-1.0
18,-7,-1.0
118,159,-1.0
36,0,-1.0
-76,240,2.0
-29,131,-1.0
-17,-6,-1.0
-28,253,2.0
185,173,-1.0
150,213,2.0
-135,235,2.0
6,46,-1.0
-230,-10,-1.0
-224,-1,2.0
48,6,1.0
10,255,-1.0
17,4,1.0
186,168,2.0
-7,0,-1.0
0,0,1.0
4,6,1.0
7,-6,1.0
-218,116,2.0
-213,131,-1.0
86,287,-1.0
-142,210,-1.0
-6,14,-1.0
4,8,1.0
-186,159,2.0
-145,201,-1.0
199,62,-1.0
127,221,2.0
10,1,1.0
70,264,2.0
140,159,1.0
-17,-6,1.0
-159,239,-1.0
-6,-7,1.0
-197,150,-1.0
148,281,2.0
7,10,1.0
4,5,1.0
-225,116,-1.0
0,0,-1.0
-224,109,-1.0
227,6,-1.0
-9,1,-1.0
-223,32,-1.0
92,242,-1.0
-228,-14,2.0
23,11,-1.0
2,44,1.0
-17,2,1.0
-200,154,-1.0
-146,206,-1.0
105,225,2.0
-143,211,-1.0
-146,206,-1.0
-227,79,-1.0
7,1,-1.0
-162,201,-1.0
-69,247,-1.0
-18,1,1.0
-34,58,1.0
-135,216,-1.0
-18,20,-1.0
-27,10,1.0
-22,-3,1.0
134,218,2.0
-158,211,-1.0
-138,216,2.0
-94,236,-1.0
10,1,1.0
-21,6,-1.0
115,22,-1.0
148,200,2.0
6,-4,1.0
119,118,-1.0
-234,-9,2.0
28,69,-1.0
-6,101,-1.0
-69,238,2.0
-148,226,2.0
12,184,-1.0
-22,6,1.0
-13,6,1.0
-169,225,2.0
137,430,-1.0
62,31,-1.0
131,248,2.0
-11,-8,1.0
-11,248,2.0
82,239,2.0
170,199,-1.0
-9,15,1.0
70,104,1.0
27,6,1.0
1,248,-1.0
31,38,1.0
189,163,2.0
23,10,1.0
-18,10,1.0
10,11,1.0
-225,46,-1.0
9,127,-1.0
-229,10,-1.0
-118,232,2.0
136,216,-1.0
162,219,2.0
-115,214,-1.0
211,143,-1.0
230,5,-1.0
-7,34,1.0
6,9,1.0
-17,9,1.0
6,9,1.0
-230,-4,-1.0
-205,153,-1.0
228,32,2.0
1,10,1.0
-227,-7,-1.0
4,122,1.0
-116,219,-1.0
94,251,2.0
4,27,1.0
-227,63,-1.0
-233,19,-1.0
125,235,-1.0
-102,74,-1.0
77,248,2.0
21,75,-1.0
-152,195,2.0
17,10,1.0
54,169,-1.0
-227,27,-1.0
-18,5,-1.0
130,232,-1.0
-223,15,2.0
-7,6,-1.0
-16,10,-1.0
-23,11,-1.0
36,260,-1.0
-23,5,-1.0
97,138,-1.0
-67,64,-1.0
7,43,1.0
239,50,-1.0
-6,159,1.0
-28,5,-1.0
174,189,-1.0
-207,143,2.0
-208,135,2.0
152,208,-1.0
224,13,-1.0
92,247,2.0
65,247,-1.0
15,-2,1.0
102,4,1.0
-120,219,2.0
0,48,-1.0
2,27,-1.0
-11,1,1.0
192,166,2.0
184,188,-1.0
233,9,-1.0
-152,200,-1.0
-230,-11,-1.0
0,0,1.0
21,69,1.0
-13,16,-1.0
-22,9,-1.0
-184,174,2.0
23,4,1.0
-21,8,-1.0
-175,179,-1.0
229,-4,2.0
21,1,1.0
-64,254,-1.0
-189,170,-1.0
233,-24,-1.0
213,130,-1.0
228,-10,-1.0
2,32,-1.0
-31,73,-1.0
9,8,1.0
-15,-1,1.0
143,202,2.0
-1,47,-1.0
-7,20,-1.0
-2,12,1.0
