date,game_id,game_url,game_type,season,game_number,away_team,home_team
2008-07-19,1520800047,https://www.nba.com/game/por-vs-phx-1520800047,summer,2009,47,POR,PHX
2008-07-19,1520800046,https://www.nba.com/game/min-vs-mil-1520800046,summer,2009,46,MIN,MIL
2008-07-19,1620800003,https://www.nba.com/game/dla-vs-sas-1620800003,summer,2009,3,DLA,SAS
2008-07-19,1520800044,https://www.nba.com/game/lal-vs-den-1520800044,summer,2009,44,LAL,DEN
2008-07-19,1520800045,https://www.nba.com/game/was-vs-hou-1520800045,summer,2009,45,WAS,HOU
2008-07-19,1520800048,https://www.nba.com/game/noh-vs-cle-1520800048,summer,2009,48,NOH,CLE
2008-07-19,1520800042,https://www.nba.com/game/nyk-vs-cha-1520800042,summer,2009,42,NYK,CHA
2008-07-19,1520800043,https://www.nba.com/game/gsw-vs-tor-1520800043,summer,2009,43,GSW,TOR
2008-07-20,1520800049,https://www.nba.com/game/min-vs-nyk-1520800049,summer,2009,49,MIN,NYK
2008-07-20,1520800050,https://www.nba.com/game/phx-vs-was-1520800050,summer,2009,50,PHX,WAS
2008-07-20,1520800051,https://www.nba.com/game/mil-vs-cle-1520800051,summer,2009,51,MIL,CLE
2008-07-20,1520800052,https://www.nba.com/game/por-vs-noh-1520800052,summer,2009,52,POR,NOH
2008-07-20,1520800053,https://www.nba.com/game/sac-vs-hou-1520800053,summer,2009,53,SAC,HOU
2008-07-21,1620800005,https://www.nba.com/game/dla-vs-atl-1620800005,summer,2009,5,DLA,ATL
2008-07-21,1620800006,https://www.nba.com/game/ira-vs-uta-1620800006,summer,2009,6,IRA,UTA
2008-07-22,1620800007,https://www.nba.com/game/dal-vs-gsw-1620800007,summer,2009,7,DAL,GSW
2008-07-22,1620800008,https://www.nba.com/game/njn-vs-uta-1620800008,summer,2009,8,NJN,UTA
2008-07-24,1620800009,https://www.nba.com/game/njn-vs-dal-1620800009,summer,2009,9,NJN,DAL
2008-07-24,1620800010,https://www.nba.com/game/atl-vs-uta-1620800010,summer,2009,10,ATL,UTA
2008-07-25,1620800011,https://www.nba.com/game/gsw-vs-atl-1620800011,summer,2009,11,GSW,ATL
2008-07-25,1620800012,https://www.nba.com/game/dal-vs-uta-1620800012,summer,2009,12,DAL,UTA
2009-07-10,1520900004,https://www.nba.com/game/mil-vs-dal-1520900004,summer,2010,4,MIL,DAL
2009-07-10,1520900001,https://www.nba.com/game/hou-vs-gsw-1520900001,summer,2010,1,HOU,GSW
2009-07-10,1520900002,https://www.nba.com/game/det-vs-sac-1520900002,summer,2010,2,DET,SAC
2009-07-10,1520900003,https://www.nba.com/game/lal-vs-tor-1520900003,summer,2010,3,LAL,TOR
2009-07-11,1520900005,https://www.nba.com/game/tor-vs-det-1520900005,summer,2010,5,TOR,DET
2009-07-11,1520900006,https://www.nba.com/game/lal-vs-cle-1520900006,summer,2010,6,LAL,CLE
2009-07-11,1520900007,https://www.nba.com/game/gsw-vs-sac-1520900007,summer,2010,7,GSW,SAC
2009-07-11,1520900008,https://www.nba.com/game/hou-vs-dal-1520900008,summer,2010,8,HOU,DAL
2009-07-12,1520900009,https://www.nba.com/game/noh-vs-sas-1520900009,summer,2010,9,NOH,SAS
2009-07-12,1520900010,https://www.nba.com/game/min-vs-hou-1520900010,summer,2010,10,MIN,HOU
2009-07-12,1520900011,https://www.nba.com/game/okc-vs-mem-1520900011,summer,2010,11,OKC,MEM
2009-07-12,1520900012,https://www.nba.com/game/cle-vs-mil-1520900012,summer,2010,12,CLE,MIL
2009-07-13,1520900018,https://www.nba.com/game/mil-vs-sac-1520900018,summer,2010,18,MIL,SAC
2009-07-13,1520900017,https://www.nba.com/game/det-vs-gsw-1520900017,summer,2010,17,DET,GSW
2009-07-13,1520900016,https://www.nba.com/game/lal-vs-lac-1520900016,summer,2010,16,LAL,LAC
2009-07-13,1520900014,https://www.nba.com/game/phx-vs-dal-1520900014,summer,2010,14,PHX,DAL
2009-07-13,1520900013,https://www.nba.com/game/dls-vs-min-1520900013,summer,2010,13,DLS,MIN
2009-07-13,1520900015,https://www.nba.com/game/por-vs-tor-1520900015,summer,2010,15,POR,TOR
2009-07-14,1520900019,https://www.nba.com/game/nyk-vs-mem-1520900019,summer,2010,19,NYK,MEM
2009-07-14,1520900020,https://www.nba.com/game/was-vs-cle-1520900020,summer,2010,20,WAS,CLE
2009-07-14,1520900021,https://www.nba.com/game/gsw-vs-chi-1520900021,summer,2010,21,GSW,CHI
2009-07-14,1520900022,https://www.nba.com/game/lal-vs-okc-1520900022,summer,2010,22,LAL,OKC
2009-07-14,1520900023,https://www.nba.com/game/den-vs-sas-1520900023,summer,2010,23,DEN,SAS
2009-07-14,1520900024,https://www.nba.com/game/lac-vs-noh-1520900024,summer,2010,24,LAC,NOH
2009-07-15,1520900030,https://www.nba.com/game/den-vs-was-1520900030,summer,2010,30,DEN,WAS
2009-07-15,1520900029,https://www.nba.com/game/por-vs-hou-1520900029,summer,2010,29,POR,HOU
2009-07-15,1520900027,https://www.nba.com/game/tor-vs-phx-1520900027,summer,2010,27,TOR,PHX
2009-07-15,1520900026,https://www.nba.com/game/mil-vs-chi-1520900026,summer,2010,26,MIL,CHI
2009-07-15,1520900025,https://www.nba.com/game/nyk-vs-det-1520900025,summer,2010,25,NYK,DET
2009-07-15,1520900028,https://www.nba.com/game/sac-vs-dls-1520900028,summer,2010,28,SAC,DLS
2009-07-16,1520900031,https://www.nba.com/game/tor-vs-mil-1520900031,summer,2010,31,TOR,MIL
2009-07-16,1520900032,https://www.nba.com/game/hou-vs-lal-1520900032,summer,2010,32,HOU,LAL
2009-07-16,1520900033,https://www.nba.com/game/noh-vs-gsw-1520900033,summer,2010,33,NOH,GSW
2009-07-16,1520900034,https://www.nba.com/game/okc-vs-sas-1520900034,summer,2010,34,OKC,SAS
2009-07-16,1520900035,https://www.nba.com/game/dal-vs-cle-1520900035,summer,2010,35,DAL,CLE
2009-07-16,1520900036,https://www.nba.com/game/lac-vs-mem-1520900036,summer,2010,36,LAC,MEM
2009-07-17,1520900041,https://www.nba.com/game/phx-vs-dls-1520900041,summer,2010,41,PHX,DLS
2009-07-17,1520900040,https://www.nba.com/game/okc-vs-chi-1520900040,summer,2010,40,OKC,CHI
2009-07-17,1520900042,https://www.nba.com/game/den-vs-por-1520900042,summer,2010,42,DEN,POR
2009-07-17,1520900038,https://www.nba.com/game/sac-vs-nyk-1520900038,summer,2010,38,SAC,NYK
2009-07-17,1520900037,https://www.nba.com/game/det-vs-cle-1520900037,summer,2010,37,DET,CLE
2009-07-17,1520900039,https://www.nba.com/game/min-vs-was-1520900039,summer,2010,39,MIN,WAS
2009-07-18,1520900043,https://www.nba.com/game/dal-vs-okc-1520900043,summer,2010,43,DAL,OKC
2009-07-18,1520900044,https://www.nba.com/game/chi-vs-nyk-1520900044,summer,2010,44,CHI,NYK
2009-07-18,1520900045,https://www.nba.com/game/min-vs-noh-1520900045,summer,2010,45,MIN,NOH
2009-07-18,1520900046,https://www.nba.com/game/mem-vs-phx-1520900046,summer,2010,46,MEM,PHX
2009-07-18,1520900047,https://www.nba.com/game/lac-vs-was-1520900047,summer,2010,47,LAC,WAS
2009-07-18,1520900049,https://www.nba.com/game/por-vs-sas-1520900049,summer,2010,49,POR,SAS
2009-07-18,1520900048,https://www.nba.com/game/dls-vs-den-1520900048,summer,2010,48,DLS,DEN
2009-07-19,1520900055,https://www.nba.com/game/lac-vs-phx-1520900055,summer,2010,55,LAC,PHX
2009-07-19,1520900053,https://www.nba.com/game/den-vs-noh-1520900053,summer,2010,53,DEN,NOH
2009-07-19,1520900054,https://www.nba.com/game/dls-vs-por-1520900054,summer,2010,54,DLS,POR
2009-07-19,1520900051,https://www.nba.com/game/min-vs-chi-1520900051,summer,2010,51,MIN,CHI
2009-07-19,1520900050,https://www.nba.com/game/was-vs-nyk-1520900050,summer,2010,50,WAS,NYK
2009-07-19,1520900052,https://www.nba.com/game/mem-vs-sas-1520900052,summer,2010,52,MEM,SAS
2010-07-09,1521000001,https://www.nba.com/game/den-vs-dal-1521000001,summer,2011,1,DEN,DAL
2010-07-09,1521000002,https://www.nba.com/game/hou-vs-phx-1521000002,summer,2011,2,HOU,PHX
2010-07-09,1521000003,https://www.nba.com/game/det-vs-lal-1521000003,summer,2011,3,DET,LAL
2010-07-09,1521000004,https://www.nba.com/game/gsw-vs-noh-1521000004,summer,2011,4,GSW,NOH
2010-07-10,1521000007,https://www.nba.com/game/det-vs-gsw-1521000007,summer,2011,7,DET,GSW
2010-07-10,1521000006,https://www.nba.com/game/lal-vs-den-1521000006,summer,2011,6,LAL,DEN
2010-07-10,1521000008,https://www.nba.com/game/dal-vs-hou-1521000008,summer,2011,8,DAL,HOU
2010-07-10,1521000005,https://www.nba.com/game/tor-vs-phx-1521000005,summer,2011,5,TOR,PHX
2010-07-11,1521000012,https://www.nba.com/game/mia-vs-noh-1521000012,summer,2011,12,MIA,NOH
2010-07-11,1521000011,https://www.nba.com/game/was-vs-gsw-1521000011,summer,2011,11,WAS,GSW
2010-07-11,1521000010,https://www.nba.com/game/por-vs-hou-1521000010,summer,2011,10,POR,HOU
2010-07-11,1521000009,https://www.nba.com/game/nyk-vs-den-1521000009,summer,2011,9,NYK,DEN
2010-07-12,1521000018,https://www.nba.com/game/was-vs-lac-1521000018,summer,2011,18,WAS,LAC
2010-07-12,1521000017,https://www.nba.com/game/phx-vs-dls-1521000017,summer,2011,17,PHX,DLS
2010-07-12,1521000016,https://www.nba.com/game/dal-vs-mil-1521000016,summer,2011,16,DAL,MIL
2010-07-12,1521000019,https://www.nba.com/game/mem-vs-atl-1521000019,summer,2011,19,MEM,ATL
2010-07-12,1521000014,https://www.nba.com/game/sac-vs-det-1521000014,summer,2011,14,SAC,DET
2010-07-12,1521000013,https://www.nba.com/game/lal-vs-nyk-1521000013,summer,2011,13,LAL,NYK
2010-07-12,1521000015,https://www.nba.com/game/sas-vs-min-1521000015,summer,2011,15,SAS,MIN
2010-07-13,1521000020,https://www.nba.com/game/den-vs-chi-1521000020,summer,2011,20,DEN,CHI
2010-07-13,1521000021,https://www.nba.com/game/cle-vs-dls-1521000021,summer,2011,21,CLE,DLS
2010-07-13,1521000022,https://www.nba.com/game/hou-vs-tor-1521000022,summer,2011,22,HOU,TOR
2010-07-13,1521000023,https://www.nba.com/game/mil-vs-mem-1521000023,summer,2011,23,MIL,MEM
2010-07-13,1521000024,https://www.nba.com/game/sac-vs-lal-1521000024,summer,2011,24,SAC,LAL
2010-07-13,1521000025,https://www.nba.com/game/por-vs-noh-1521000025,summer,2011,25,POR,NOH
2010-07-13,1521000026,https://www.nba.com/game/gsw-vs-mia-1521000026,summer,2011,26,GSW,MIA
2010-07-14,1521000032,https://www.nba.com/game/sac-vs-min-1521000032,summer,2011,32,SAC,MIN
2010-07-14,1521000033,https://www.nba.com/game/det-vs-mia-1521000033,summer,2011,33,DET,MIA
2010-07-14,1521000030,https://www.nba.com/game/lac-vs-chi-1521000030,summer,2011,30,LAC,CHI
2010-07-14,1521000031,https://www.nba.com/game/cle-vs-phx-1521000031,summer,2011,31,CLE,PHX
2010-07-14,1521000028,https://www.nba.com/game/nyk-vs-tor-1521000028,summer,2011,28,NYK,TOR
2010-07-14,1521000027,https://www.nba.com/game/den-vs-hou-1521000027,summer,2011,27,DEN,HOU
2010-07-14,1521000029,https://www.nba.com/game/atl-vs-sas-1521000029,summer,2011,29,ATL,SAS
2010-07-15,1521000039,https://www.nba.com/game/dls-vs-mem-1521000039,summer,2011,39,DLS,MEM
2010-07-15,1521000038,https://www.nba.com/game/lac-vs-por-1521000038,summer,2011,38,LAC,POR
2010-07-15,1521000037,https://www.nba.com/game/atl-vs-mil-1521000037,summer,2011,37,ATL,MIL
2010-07-15,1521000034,https://www.nba.com/game/lal-vs-sas-1521000034,summer,2011,34,LAL,SAS
2010-07-15,1521000035,https://www.nba.com/game/gsw-vs-phx-1521000035,summer,2011,35,GSW,PHX
2010-07-15,1521000036,https://www.nba.com/game/was-vs-dal-1521000036,summer,2011,36,WAS,DAL
2010-07-16,1521000044,https://www.nba.com/game/mem-vs-min-1521000044,summer,2011,44,MEM,MIN
2010-07-16,1521000043,https://www.nba.com/game/cle-vs-chi-1521000043,summer,2011,43,CLE,CHI
2010-07-16,1521000042,https://www.nba.com/game/was-vs-noh-1521000042,summer,2011,42,WAS,NOH
2010-07-16,1521000045,https://www.nba.com/game/mil-vs-mia-1521000045,summer,2011,45,MIL,MIA
2010-07-16,1521000040,https://www.nba.com/game/det-vs-nyk-1521000040,summer,2011,40,DET,NYK
2010-07-16,1521000041,https://www.nba.com/game/tor-vs-sac-1521000041,summer,2011,41,TOR,SAC
2010-07-17,1521000046,https://www.nba.com/game/nyk-vs-was-1521000046,summer,2011,46,NYK,WAS
2010-07-17,1521000047,https://www.nba.com/game/mia-vs-cle-1521000047,summer,2011,47,MIA,CLE
2010-07-17,1521000048,https://www.nba.com/game/tor-vs-noh-1521000048,summer,2011,48,TOR,NOH
2010-07-17,1521000049,https://www.nba.com/game/lac-vs-sas-1521000049,summer,2011,49,LAC,SAS
2010-07-17,1521000050,https://www.nba.com/game/sac-vs-chi-1521000050,summer,2011,50,SAC,CHI
2010-07-17,1521000051,https://www.nba.com/game/min-vs-por-1521000051,summer,2011,51,MIN,POR
2010-07-17,1521000052,https://www.nba.com/game/dls-vs-atl-1521000052,summer,2011,52,DLS,ATL
2010-07-18,1521000058,https://www.nba.com/game/lac-vs-dls-1521000058,summer,2011,58,LAC,DLS
2010-07-18,1521000056,https://www.nba.com/game/atl-vs-min-1521000056,summer,2011,56,ATL,MIN
2010-07-18,1521000055,https://www.nba.com/game/chi-vs-por-1521000055,summer,2011,55,CHI,POR
2010-07-18,1521000057,https://www.nba.com/game/dal-vs-sac-1521000057,summer,2011,57,DAL,SAC
2010-07-18,1521000053,https://www.nba.com/game/cle-vs-mil-1521000053,summer,2011,53,CLE,MIL
2010-07-18,1521000054,https://www.nba.com/game/sas-vs-mem-1521000054,summer,2011,54,SAS,MEM
2012-07-13,1521200001,https://www.nba.com/game/atl-vs-was-1521200001,summer,2013,1,ATL,WAS
2012-07-13,1521200002,https://www.nba.com/game/hou-vs-tor-1521200002,summer,2013,2,HOU,TOR
2012-07-13,1521200003,https://www.nba.com/game/gsw-vs-lal-1521200003,summer,2013,3,GSW,LAL
2012-07-13,1521200004,https://www.nba.com/game/sac-vs-cha-1521200004,summer,2013,4,SAC,CHA
2012-07-14,1521200008,https://www.nba.com/game/hou-vs-was-1521200008,summer,2013,8,HOU,WAS
2012-07-14,1521200005,https://www.nba.com/game/mem-vs-nyk-1521200005,summer,2013,5,MEM,NYK
2012-07-14,1521200006,https://www.nba.com/game/gsw-vs-den-1521200006,summer,2013,6,GSW,DEN
2012-07-14,1521200007,https://www.nba.com/game/lal-vs-sac-1521200007,summer,2013,7,LAL,SAC
2012-07-15,1521200009,https://www.nba.com/game/nyk-vs-phx-1521200009,summer,2013,9,NYK,PHX
2012-07-15,1521200015,https://www.nba.com/game/noh-vs-por-1521200015,summer,2013,15,NOH,POR
2012-07-15,1521200014,https://www.nba.com/game/was-vs-dls-1521200014,summer,2013,14,WAS,DLS
2012-07-15,1521200012,https://www.nba.com/game/sas-vs-atl-1521200012,summer,2013,12,SAS,ATL
2012-07-15,1521200011,https://www.nba.com/game/tor-vs-mia-1521200011,summer,2013,11,TOR,MIA
2012-07-15,1521200010,https://www.nba.com/game/den-vs-dal-1521200010,summer,2013,10,DEN,DAL
2012-07-15,1521200013,https://www.nba.com/game/cle-vs-cha-1521200013,summer,2013,13,CLE,CHA
2012-07-16,1521200016,https://www.nba.com/game/atl-vs-bos-1521200016,summer,2013,16,ATL,BOS
