date,game_id,game_url
1996-11-01,0029600001,https://www.nba.com/game/chi-vs-bos-0029600001
1996-11-01,0029600007,https://www.nba.com/game/ind-vs-det-0029600007
1996-11-01,0029600005,https://www.nba.com/game/atl-vs-mia-0029600005
1996-11-01,0029600004,https://www.nba.com/game/was-vs-orl-0029600004
1996-11-01,0029600003,https://www.nba.com/game/mil-vs-phi-0029600003
1996-11-01,0029600002,https://www.nba.com/game/cle-vs-njn-0029600002
1996-11-01,0029600008,https://www.nba.com/game/sas-vs-min-0029600008
1996-11-01,0029600006,https://www.nba.com/game/nyk-vs-tor-0029600006
1996-11-01,0029600009,https://www.nba.com/game/sac-vs-hou-0029600009
1996-11-01,0029600011,https://www.nba.com/game/sea-vs-uta-0029600011
1996-11-01,0029600010,https://www.nba.com/game/dal-vs-den-0029600010
1996-11-01,0029600014,https://www.nba.com/game/por-vs-van-0029600014
1996-11-01,0029600013,https://www.nba.com/game/lac-vs-gsw-0029600013
1996-11-01,0029600012,https://www.nba.com/game/phx-vs-lal-0029600012
1996-11-02,0029600018,https://www.nba.com/game/mia-vs-ind-0029600018
1996-11-02,0029600017,https://www.nba.com/game/det-vs-atl-0029600017
1996-11-02,0029600016,https://www.nba.com/game/tor-vs-chh-0029600016
1996-11-02,0029600015,https://www.nba.com/game/cle-vs-was-0029600015
1996-11-02,0029600021,https://www.nba.com/game/sac-vs-dal-0029600021
1996-11-02,0029600020,https://www.nba.com/game/bos-vs-mil-0029600020
1996-11-02,0029600019,https://www.nba.com/game/phi-vs-chi-0029600019
1996-11-02,0029600022,https://www.nba.com/game/hou-vs-phx-0029600022
1996-11-02,0029600024,https://www.nba.com/game/por-vs-sea-0029600024
1996-11-02,0029600023,https://www.nba.com/game/uta-vs-lac-0029600023
1996-11-03,0029600025,https://www.nba.com/game/chh-vs-nyk-0029600025
1996-11-03,0029600026,https://www.nba.com/game/den-vs-sas-0029600026
1996-11-03,0029600028,https://www.nba.com/game/gsw-vs-van-0029600028
1996-11-03,0029600027,https://www.nba.com/game/min-vs-lal-0029600027
1996-11-04,0029600029,https://www.nba.com/game/hou-vs-uta-0029600029
1996-11-04,0029600030,https://www.nba.com/game/atl-vs-por-0029600030
1996-11-05,0029600033,https://www.nba.com/game/dal-vs-tor-0029600033
1996-11-05,0029600034,https://www.nba.com/game/sas-vs-cle-0029600034
1996-11-05,0029600032,https://www.nba.com/game/det-vs-phi-0029600032
1996-11-05,0029600031,https://www.nba.com/game/lal-vs-nyk-0029600031
1996-11-05,0029600035,https://www.nba.com/game/van-vs-chi-0029600035
1996-11-05,0029600037,https://www.nba.com/game/min-vs-phx-0029600037
1996-11-05,0029600036,https://www.nba.com/game/lac-vs-den-0029600036
1996-11-05,0029600040,https://www.nba.com/game/atl-vs-sea-0029600040
1996-11-05,0029600039,https://www.nba.com/game/hou-vs-sac-0029600039
1996-11-05,0029600038,https://www.nba.com/game/por-vs-gsw-0029600038
1996-11-06,0029600041,https://www.nba.com/game/ind-vs-bos-0029600041
1996-11-06,0029600045,https://www.nba.com/game/dal-vs-det-0029600045
1996-11-06,0029600044,https://www.nba.com/game/lal-vs-chh-0029600044
1996-11-06,0029600042,https://www.nba.com/game/sas-vs-was-0029600042
1996-11-06,0029600043,https://www.nba.com/game/chi-vs-mia-0029600043
1996-11-06,0029600046,https://www.nba.com/game/van-vs-mil-0029600046
1996-11-06,0029600047,https://www.nba.com/game/orl-vs-njn-0029600047
1996-11-07,0029600049,https://www.nba.com/game/sea-vs-phx-0029600049
1996-11-07,0029600048,https://www.nba.com/game/hou-vs-den-0029600048
1996-11-07,0029600052,https://www.nba.com/game/min-vs-por-0029600052
1996-11-07,0029600051,https://www.nba.com/game/atl-vs-sac-0029600051
1996-11-07,0029600050,https://www.nba.com/game/nyk-vs-gsw-0029600050
1996-11-08,0029600057,https://www.nba.com/game/lal-vs-tor-0029600057
1996-11-08,0029600053,https://www.nba.com/game/phi-vs-bos-0029600053
1996-11-08,0029600058,https://www.nba.com/game/van-vs-cle-0029600058
1996-11-08,0029600056,https://www.nba.com/game/mil-vs-mia-0029600056
1996-11-08,0029600054,https://www.nba.com/game/chh-vs-was-0029600054
1996-11-08,0029600059,https://www.nba.com/game/chi-vs-det-0029600059
1996-11-08,0029600060,https://www.nba.com/game/sea-vs-sas-0029600060
1996-11-08,0029600061,https://www.nba.com/game/gsw-vs-den-0029600061
1996-11-08,0029600062,https://www.nba.com/game/nyk-vs-lac-0029600062
1996-11-08,0029600055,https://www.nba.com/game/njn-vs-orl-0029600055
1996-11-09,0029600065,https://www.nba.com/game/was-vs-ind-0029600065
1996-11-09,0029600064,https://www.nba.com/game/mil-vs-chh-0029600064
1996-11-09,0029600063,https://www.nba.com/game/phx-vs-phi-0029600063
1996-11-09,0029600068,https://www.nba.com/game/uta-vs-hou-0029600068
1996-11-09,0029600067,https://www.nba.com/game/mia-vs-dal-0029600067
1996-11-09,0029600066,https://www.nba.com/game/bos-vs-chi-0029600066
1996-11-09,0029600069,https://www.nba.com/game/por-vs-sac-0029600069
1996-11-10,0029600070,https://www.nba.com/game/den-vs-cle-0029600070
1996-11-10,0029600074,https://www.nba.com/game/nyk-vs-van-0029600074
1996-11-10,0029600071,https://www.nba.com/game/min-vs-lac-0029600071
1996-11-10,0029600072,https://www.nba.com/game/atl-vs-lal-0029600072
1996-11-10,0029600073,https://www.nba.com/game/sas-vs-por-0029600073
1996-11-11,0029600075,https://www.nba.com/game/den-vs-tor-0029600075
1996-11-11,0029600076,https://www.nba.com/game/phx-vs-chi-0029600076
1996-11-11,0029600078,https://www.nba.com/game/sea-vs-sac-0029600078
1996-11-12,0029600082,https://www.nba.com/game/cle-vs-atl-0029600082
1996-11-12,0029600081,https://www.nba.com/game/chh-vs-mia-0029600081
1996-11-12,0029600080,https://www.nba.com/game/det-vs-was-0029600080
1996-11-12,0029600079,https://www.nba.com/game/phi-vs-nyk-0029600079
1996-11-12,0029600086,https://www.nba.com/game/lal-vs-hou-0029600086
1996-11-12,0029600084,https://www.nba.com/game/por-vs-min-0029600084
1996-11-12,0029600085,https://www.nba.com/game/ind-vs-dal-0029600085
1996-11-12,0029600083,https://www.nba.com/game/phx-vs-mil-0029600083
1996-11-12,0029600088,https://www.nba.com/game/lac-vs-van-0029600088
1996-11-12,0029600087,https://www.nba.com/game/gsw-vs-sea-0029600087
1996-11-13,0029600091,https://www.nba.com/game/phi-vs-tor-0029600091
1996-11-13,0029600089,https://www.nba.com/game/atl-vs-bos-0029600089
1996-11-13,0029600093,https://www.nba.com/game/den-vs-det-0029600093
1996-11-13,0029600092,https://www.nba.com/game/por-vs-cle-0029600092
1996-11-13,0029600090,https://www.nba.com/game/was-vs-njn-0029600090
1996-11-13,0029600095,https://www.nba.com/game/lal-vs-sas-0029600095
1996-11-13,0029600094,https://www.nba.com/game/mia-vs-chi-0029600094
1996-11-13,0029600096,https://www.nba.com/game/sac-vs-uta-0029600096
1996-11-14,0029600098,https://www.nba.com/game/chh-vs-orl-0029600098
1996-11-14,0029600097,https://www.nba.com/game/tor-vs-nyk-0029600097
1996-11-14,0029600099,https://www.nba.com/game/dal-vs-min-0029600099
1996-11-14,0029600100,https://www.nba.com/game/ind-vs-hou-0029600100
1996-11-14,0029600103,https://www.nba.com/game/phx-vs-van-0029600103
1996-11-14,0029600102,https://www.nba.com/game/mil-vs-gsw-0029600102
1996-11-14,0029600101,https://www.nba.com/game/sea-vs-lac-0029600101
1996-11-15,0029600104,https://www.nba.com/game/den-vs-bos-0029600104
1996-11-15,0029600109,https://www.nba.com/game/was-vs-det-0029600109
1996-11-15,0029600108,https://www.nba.com/game/mia-vs-atl-0029600108
1996-11-15,0029600106,https://www.nba.com/game/cle-vs-phi-0029600106
1996-11-15,0029600105,https://www.nba.com/game/por-vs-njn-0029600105
