date,game_id,game_url,game_type,season,game_number,away_team,home_team
1997-10-09,19700002,https://www.nba.com/game/phi-vs-nyk-0019700002,preseason,1998,2,PHI,NYK
1997-10-09,19700001,https://www.nba.com/game/den-vs-lal-0019700001,preseason,1998,1,DEN,LAL
1997-10-10,19700005,https://www.nba.com/game/ind-vs-cle-0019700005,preseason,1998,5,IND,CLE
1997-10-10,19700003,https://www.nba.com/game/atl-vs-bos-0019700003,preseason,1998,3,ATL,BOS
1997-10-10,19700008,https://www.nba.com/game/min-vs-det-0019700008,preseason,1998,8,MIN,DET
1997-10-10,19700009,https://www.nba.com/game/sea-vs-chi-0019700009,preseason,1998,9,SEA,CHI
1997-10-10,19700004,https://www.nba.com/game/orl-vs-hou-0019700004,preseason,1998,4,ORL,HOU
1997-10-10,19700010,https://www.nba.com/game/lal-vs-phx-0019700010,preseason,1998,10,LAL,PHX
1997-10-10,19700006,https://www.nba.com/game/por-vs-sac-0019700006,preseason,1998,6,POR,SAC
1997-10-10,19700007,https://www.nba.com/game/chh-vs-gsw-0019700007,preseason,1998,7,CHH,GSW
1997-10-11,19700011,https://www.nba.com/game/van-vs-lac-0019700011,preseason,1998,11,VAN,LAC
1997-10-11,19700014,https://www.nba.com/game/tor-vs-ind-0019700014,preseason,1998,14,TOR,IND
1997-10-11,19700016,https://www.nba.com/game/bos-vs-atl-0019700016,preseason,1998,16,BOS,ATL
1997-10-11,19700012,https://www.nba.com/game/sas-vs-was-0019700012,preseason,1998,12,SAS,WAS
1997-10-11,19700018,https://www.nba.com/game/orl-vs-det-0019700018,preseason,1998,18,ORL,DET
1997-10-11,19700015,https://www.nba.com/game/sea-vs-chi-0019700015,preseason,1998,15,SEA,CHI
1997-10-11,19700017,https://www.nba.com/game/hou-vs-dal-0019700017,preseason,1998,17,HOU,DAL
1997-10-11,19700013,https://www.nba.com/game/chh-vs-uta-0019700013,preseason,1998,13,CHH,UTA
1997-10-12,19700019,https://www.nba.com/game/min-vs-cle-0019700019,preseason,1998,19,MIN,CLE
1997-10-12,19700021,https://www.nba.com/game/sas-vs-nyk-0019700021,preseason,1998,21,SAS,NYK
1997-10-12,19700020,https://www.nba.com/game/dal-vs-uta-0019700020,preseason,1998,20,DAL,UTA
1997-10-12,19700024,https://www.nba.com/game/phi-vs-mia-0019700024,preseason,1998,24,PHI,MIA
1997-10-12,19700023,https://www.nba.com/game/van-vs-phx-0019700023,preseason,1998,23,VAN,PHX
1997-10-12,19700022,https://www.nba.com/game/gsw-vs-den-0019700022,preseason,1998,22,GSW,DEN
1997-10-13,19700026,https://www.nba.com/game/sea-vs-tor-0019700026,preseason,1998,26,SEA,TOR
1997-10-13,19700027,https://www.nba.com/game/njn-vs-nyk-0019700027,preseason,1998,27,NJN,NYK
1997-10-13,19700035,https://www.nba.com/game/atl-vs-chi-0019700035,preseason,1998,35,ATL,CHI
1997-10-13,19700025,https://www.nba.com/game/lac-vs-por-0019700025,preseason,1998,25,LAC,POR
1997-10-14,19700029,https://www.nba.com/game/cle-vs-ind-0019700029,preseason,1998,29,CLE,IND
1997-10-14,19700034,https://www.nba.com/game/sas-vs-orl-0019700034,preseason,1998,34,SAS,ORL
1997-10-14,19700033,https://www.nba.com/game/sea-vs-det-0019700033,preseason,1998,33,SEA,DET
1997-10-14,19700030,https://www.nba.com/game/min-vs-mia-0019700030,preseason,1998,30,MIN,MIA
1997-10-14,19700028,https://www.nba.com/game/por-vs-van-0019700028,preseason,1998,28,POR,VAN
1997-10-14,19700031,https://www.nba.com/game/lac-vs-sac-0019700031,preseason,1998,31,LAC,SAC
1997-10-14,19700032,https://www.nba.com/game/den-vs-gsw-0019700032,preseason,1998,32,DEN,GSW
1997-10-15,19700036,https://www.nba.com/game/phi-vs-tor-0019700036,preseason,1998,36,PHI,TOR
1997-10-15,19700039,https://www.nba.com/game/njn-vs-bos-0019700039,preseason,1998,39,NJN,BOS
1997-10-15,19700038,https://www.nba.com/game/phx-vs-hou-0019700038,preseason,1998,38,PHX,HOU
1997-10-15,19700037,https://www.nba.com/game/van-vs-dal-0019700037,preseason,1998,37,VAN,DAL
1997-10-16,19700040,https://www.nba.com/game/atl-vs-tor-0019700040,preseason,1998,40,ATL,TOR
1997-10-16,19700044,https://www.nba.com/game/phi-vs-nyk-0019700044,preseason,1998,44,PHI,NYK
1997-10-16,19700045,https://www.nba.com/game/njn-vs-cle-0019700045,preseason,1998,45,NJN,CLE
1997-10-16,19700042,https://www.nba.com/game/gsw-vs-chh-0019700042,preseason,1998,42,GSW,CHH
1997-10-16,19700043,https://www.nba.com/game/was-vs-sas-0019700043,preseason,1998,43,WAS,SAS
1997-10-16,19700041,https://www.nba.com/game/por-vs-sea-0019700041,preseason,1998,41,POR,SEA
1997-10-17,19700111,https://www.nba.com/game/0019700111,preseason,1998,111,,
1997-10-17,19700047,https://www.nba.com/game/uta-vs-ind-0019700047,preseason,1998,47,UTA,IND
1997-10-17,19700053,https://www.nba.com/game/mia-vs-orl-0019700053,preseason,1998,53,MIA,ORL
1997-10-17,19700052,https://www.nba.com/game/atl-vs-det-0019700052,preseason,1998,52,ATL,DET
1997-10-17,19700048,https://www.nba.com/game/mil-vs-min-0019700048,preseason,1998,48,MIL,MIN
1997-10-17,19700051,https://www.nba.com/game/phx-vs-dal-0019700051,preseason,1998,51,PHX,DAL
1997-10-17,19700050,https://www.nba.com/game/lac-vs-lal-0019700050,preseason,1998,50,LAC,LAL
1997-10-17,19700049,https://www.nba.com/game/was-vs-den-0019700049,preseason,1998,49,WAS,DEN
1997-10-17,19700046,https://www.nba.com/game/sac-vs-por-0019700046,preseason,1998,46,SAC,POR
1997-10-18,19700112,https://www.nba.com/game/0019700112,preseason,1998,112,,
1997-10-18,19700061,https://www.nba.com/game/njn-vs-mia-0019700061,preseason,1998,61,NJN,MIA
1997-10-18,19700055,https://www.nba.com/game/uta-vs-ind-0019700055,preseason,1998,55,UTA,IND
1997-10-18,19700060,https://www.nba.com/game/phi-vs-gsw-0019700060,preseason,1998,60,PHI,GSW
1997-10-18,19700059,https://www.nba.com/game/det-vs-orl-0019700059,preseason,1998,59,DET,ORL
1997-10-18,19700056,https://www.nba.com/game/hou-vs-sas-0019700056,preseason,1998,56,HOU,SAS
1997-10-18,19700057,https://www.nba.com/game/cle-vs-lal-0019700057,preseason,1998,57,CLE,LAL
1997-10-18,19700058,https://www.nba.com/game/bos-vs-mil-0019700058,preseason,1998,58,BOS,MIL
1997-10-18,19700054,https://www.nba.com/game/sac-vs-van-0019700054,preseason,1998,54,SAC,VAN
1997-10-19,19700063,https://www.nba.com/game/tor-vs-nyk-0019700063,preseason,1998,63,TOR,NYK
1997-10-19,19700065,https://www.nba.com/game/min-vs-chh-0019700065,preseason,1998,65,MIN,CHH
1997-10-19,19700062,https://www.nba.com/game/hou-vs-phx-0019700062,preseason,1998,62,HOU,PHX
