x,y,m
2,13,1.0
130,233,-1.0
34,90,-1.0
-87,2,-1.0
-174,209,2.0
43,13,1.0
4,4,1.0
33,116,1.0
2,22,-1.0
233,74,-1.0
21,8,-1.0
-38,257,-1.0
143,217,2.0
6,7,1.0
-239,47,-1.0
-194,178,-1.0
-109,230,-1.0
-1,64,-1.0
12,2,1.0
151,191,-1.0
6,13,-1.0
-125,223,2.0
-12,68,1.0
-208,154,-1.0
16,12,-1.0
-38,254,-1.0
143,205,2.0
4,154,1.0
-50,42,-1.0
233,63,-1.0
-235,6,2.0
28,254,2.0
227,47,2.0
0,10,1.0
212,132,-1.0
2,4,1.0
-23,54,1.0
6,-8,-1.0
-44,309,-1.0
-178,220,2.0
6,4,-1.0
-229,50,-1.0
38,155,-1.0
-1,10,1.0
-150,257,2.0
229,-2,-1.0
0,0,-1.0
16,84,-1.0
0,26,1.0
-191,168,-1.0
-199,145,-1.0
-148,248,-1.0
76,19,1.0
-18,248,2.0
10,13,1.0
-4,0,1.0
-230,59,-1.0
-223,121,-1.0
146,214,-1.0
-4,8,1.0
-224,68,-1.0
-161,195,-1.0
1,4,1.0
150,115,1.0
132,205,-1.0
16,11,-1.0
82,251,-1.0
136,-12,1.0
-152,211,2.0
238,104,2.0
-87,10,-1.0
10,94,-1.0
-233,103,-1.0
-240,47,-1.0
225,27,2.0
181,235,2.0
-6,14,-1.0
192,153,2.0
112,226,2.0
-11,11,1.0
-135,205,2.0
-9,13,-1.0
39,8,-1.0
0,16,-1.0
0,0,1.0
-164,177,-1.0
10,11,-1.0
-7,9,1.0
-146,201,2.0
217,127,-1.0
-66,122,1.0
-4,9,-1.0
12,19,1.0
234,10,-1.0
-11,6,1.0
-15,15,-1.0
13,95,-1.0
-2,-1,1.0
-15,34,1.0
6,5,1.0
-33,98,1.0
-15,20,-1.0
0,0,1.0
114,11,1.0
143,210,2.0
136,206,2.0
175,221,2.0
22,29,-1.0
-9,97,1.0
-136,221,2.0
-60,87,1.0
222,109,-1.0
-72,9,-1.0
61,105,-1.0
-221,115,-1.0
214,156,-1.0
-12,26,1.0
1,5,1.0
6,21,-1.0
44,30,-1.0
-7,16,1.0
76,78,-1.0
-5,3,1.0
-190,167,-1.0
-5,3,1.0
-50,250,2.0
42,326,-1.0
229,78,-1.0
2,16,-1.0
6,20,1.0
10,29,-1.0
87,143,1.0
-25,13,1.0
120,106,-1.0
225,11,-1.0
50,8,-1.0
0,0,-1.0
4,-16,1.0
10,0,1.0
221,118,-1.0
-107,44,1.0
13,6,1.0
-43,81,-1.0
-211,165,-1.0
-1,11,1.0
27,52,-1.0
-85,49,-1.0
227,125,2.0
-16,64,-1.0
-4,0,1.0
-5,94,-1.0
0,15,-1.0
18,81,-1.0
0,16,-1.0
1,48,-1.0
-2,11,1.0
-1,17,-1.0
118,221,2.0
75,37,1.0
-66,134,1.0
107,58,1.0
-156,204,2.0
15,16,-1.0
-98,18,1.0
7,94,1.0
-9,2,1.0
-4,110,-1.0
-169,243,-1.0
69,8,-1.0
210,174,-1.0
-163,225,-1.0
60,257,-1.0
-6,35,1.0
124,148,1.0
237,69,2.0
-136,131,-1.0
233,68,-1.0
-17,17,1.0
-1,42,1.0
-154,231,-1.0
48,309,-1.0
-16,3,1.0
20,13,1.0
-14,2,-1.0
27,208,1.0
-70,271,-1.0
75,98,1.0
91,261,-1.0
-157,220,-1.0
-125,237,-1.0
-2,78,-1.0
0,0,1.0
-129,78,-1.0
47,104,-1.0
-18,22,-1.0
-25,8,-1.0
191,187,-1.0
-18,4,1.0
161,226,2.0
-49,53,1.0
