x,y,m
5,62,-1.0
-64,252,2.0
134,258,-1.0
-42,40,1.0
-150,204,2.0
119,35,-1.0
119,224,-1.0
-21,47,-1.0
105,26,-1.0
168,189,-1.0
18,10,-1.0
0,0,-1.0
-60,250,2.0
235,-4,2.0
143,-22,-1.0
-60,248,2.0
-27,19,1.0
-154,199,-1.0
0,0,1.0
-229,-8,-1.0
-66,251,-1.0
11,129,1.0
7,10,1.0
9,-2,1.0
-172,168,-1.0
53,250,-1.0
48,26,1.0
-131,40,1.0
240,-1,-1.0
-48,56,1.0
-25,15,1.0
240,64,-1.0
-230,-13,-1.0
239,25,2.0
-36,59,1.0
47,40,-1.0
-168,218,2.0
-34,159,-1.0
5,5,1.0
175,219,2.0
40,16,-1.0
65,27,1.0
233,71,-1.0
17,14,1.0
-22,59,-1.0
-27,93,1.0
-130,-10,-1.0
-107,230,-1.0
10,79,1.0
-141,210,2.0
-186,167,-1.0
0,0,1.0
7,9,1.0
234,8,-1.0
-202,178,-1.0
-150,235,-1.0
-162,220,-1.0
238,-6,-1.0
9,62,-1.0
0,0,1.0
110,54,-1.0
-134,175,1.0
-153,216,-1.0
-164,272,-1.0
0,1,-1.0
-7,-1,1.0
-173,204,-1.0
-31,273,-1.0
234,-9,-1.0
33,11,1.0
-20,13,-1.0
-2,5,1.0
65,248,2.0
224,39,2.0
116,0,-1.0
157,211,-1.0
37,57,-1.0
-37,83,-1.0
228,27,-1.0
-173,194,-1.0
-118,88,1.0
-206,155,-1.0
-2,-1,1.0
-10,5,1.0
-142,258,-1.0
45,47,-1.0
-123,235,-1.0
15,15,1.0
34,26,1.0
-1,20,1.0
-238,69,-1.0
234,6,2.0
-43,37,-1.0
211,139,-1.0
232,85,-1.0
145,213,2.0
-140,13,-1.0
-12,13,1.0
42,8,1.0
11,-1,1.0
-58,253,-1.0
94,253,-1.0
18,8,-1.0
49,14,-1.0
7,114,-1.0
-70,182,-1.0
25,53,1.0
-4,-2,1.0
-93,252,-1.0
33,5,-1.0
-229,-10,-1.0
-206,152,-1.0
1,10,1.0
112,69,1.0
116,57,-1.0
13,9,-1.0
0,0,1.0
31,13,1.0
-114,235,2.0
125,225,-1.0
181,188,-1.0
-16,5,-1.0
-87,247,-1.0
234,6,-1.0
-11,21,-1.0
45,98,1.0
234,62,-1.0
-33,15,-1.0
-10,9,1.0
20,15,1.0
43,176,1.0
-74,246,-1.0
-161,201,2.0
235,62,-1.0
109,47,1.0
181,191,2.0
-147,235,-1.0
-34,95,-1.0
0,0,1.0
1,12,1.0
4,26,1.0
38,55,1.0
1,4,1.0
-23,257,-1.0
-1,2,1.0
-51,59,-1.0
-237,1,2.0
123,221,2.0
5,18,1.0
9,13,1.0
15,25,-1.0
16,109,1.0
-165,207,-1.0
44,49,1.0
-9,217,1.0
-140,235,-1.0
-129,241,-1.0
43,47,-1.0
-11,5,1.0
23,43,-1.0
-12,73,1.0
-1,88,1.0
45,248,2.0
-33,18,-1.0
0,0,1.0
-2,74,1.0
230,6,-1.0
119,225,-1.0
-11,11,-1.0
38,31,-1.0
-51,63,1.0
224,6,-1.0
0,0,-1.0
0,0,1.0
-21,10,-1.0
0,0,1.0
-31,121,1.0
1,13,1.0
-185,184,2.0
-235,1,-1.0
0,0,1.0
18,6,1.0
-12,13,1.0
240,29,2.0
148,88,1.0
158,199,-1.0
-120,71,1.0
23,61,1.0
-16,29,-1.0
-39,30,-1.0
0,0,-1.0
36,5,-1.0
243,4,-1.0
-217,115,-1.0
42,22,-1.0
16,-5,1.0
142,115,1.0
-5,3,1.0
59,31,-1.0
201,151,-1.0
-107,218,-1.0
2,57,1.0
29,69,1.0
-205,74,-1.0
-20,256,2.0
-2,55,1.0
4,-5,1.0
190,187,-1.0
-2,41,1.0
5,11,1.0
58,71,-1.0
0,0,1.0
33,252,2.0
170,245,2.0
-110,232,-1.0
-158,-1,-1.0
-21,27,-1.0
192,167,2.0
161,43,-1.0
233,87,-1.0
-89,211,1.0
1,82,1.0
31,4,1.0
-228,-4,2.0
50,25,1.0
28,9,-1.0
10,-4,1.0
147,113,1.0
-23,37,-1.0
-12,8,-1.0
80,245,-1.0
5,6,1.0
-29,22,-1.0
9,25,-1.0
-2,0,1.0
9,7,-1.0
100,237,-1.0
20,11,1.0
-61,110,1.0
15,91,1.0
13,6,1.0
-179,195,-1.0
-16,5,1.0
34,44,1.0
-17,84,1.0
-190,180,2.0
1,8,1.0
-78,256,-1.0
23,21,1.0
11,7,1.0
-13,71,1.0
6,15,-1.0
-61,110,-1.0
-99,256,2.0
-143,227,-1.0
-37,260,-1.0
229,-6,-1.0
-152,221,-1.0
-188,169,2.0
230,1,2.0
223,8,2.0
119,231,-1.0
-213,142,-1.0
-20,169,1.0
-37,92,1.0
216,63,-1.0
-53,21,1.0
-49,264,-1.0
1,22,-1.0
-197,179,2.0
-2,21,1.0
140,209,-1.0
-25,47,-1.0
-194,188,-1.0
-28,100,1.0
-219,139,-1.0
104,33,-1.0
44,106,1.0
-119,70,-1.0
-143,272,2.0
75,248,2.0
27,33,1.0
81,28,-1.0
0,8,1.0
18,11,-1.0
-20,137,-1.0
-59,290,2.0
-7,27,1.0
109,36,1.0
1,2,1.0
7,-1,-1.0
-40,55,-1.0
-12,134,-1.0
0,0,-1.0
-200,172,2.0
-16,16,-1.0
-167,217,2.0
-2,7,1.0
-137,231,2.0
-47,105,-1.0
98,237,2.0
-10,22,-1.0
154,217,2.0
-18,204,1.0
-12,22,-1.0
6,4,1.0
-234,-11,2.0
-201,154,2.0
116,237,-1.0
-75,258,-1.0
-20,88,-1.0
230,29,-1.0
36,267,-1.0
1,37,1.0
47,259,2.0
207,157,-1.0
0,8,1.0
-1,0,1.0
5,8,1.0
135,218,2.0
-97,53,-1.0
105,238,-1.0
-26,169,-1.0
6,101,-1.0
-15,85,-1.0
22,93,1.0
-103,229,-1.0
-232,14,-1.0
50,50,-1.0
-6,10,1.0
169,211,-1.0
-2,4,-1.0
-38,36,1.0
59,11,-1.0
142,127,1.0
61,61,-1.0
45,53,1.0
99,182,1.0
233,25,-1.0
-70,272,-1.0
5,-6,1.0
-93,101,-1.0
-123,11,-1.0
-120,230,2.0
-20,9,-1.0
-31,9,-1.0
11,183,-1.0
-180,67,-1.0
49,11,-1.0
146,222,2.0
162,14,-1.0
-145,204,2.0
-33,251,2.0
230,37,-1.0
38,84,-1.0
-62,257,2.0
130,3,-1.0
-13,253,-1.0
-29,110,1.0
28,52,-1.0
168,197,-1.0
-127,221,2.0
-7,4,-1.0
-140,241,2.0
13,-2,-1.0
0,0,1.0
-15,4,-1.0
0,-6,1.0
16,256,-1.0
26,9,-1.0
-36,52,-1.0
167,180,-1.0
-13,133,1.0
237,25,2.0
88,238,-1.0
-21,65,-1.0
-6,36,-1.0
112,130,1.0
-50,22,-1.0
-7,26,1.0
147,-5,1.0
-230,49,2.0
92,243,-1.0
55,38,1.0
-69,163,-1.0
17,115,-1.0
26,22,1.0
36,38,-1.0
10,86,-1.0
-26,37,1.0
-92,79,-1.0
-32,121,1.0
