x,y,m
157,206,-1.0
11,7,-1.0
0,0,-1.0
-7,12,1.0
-34,110,-1.0
-200,178,2.0
-31,157,1.0
102,7,1.0
-200,186,-1.0
-237,-20,2.0
174,-11,-1.0
-104,247,-1.0
-241,10,-1.0
44,26,-1.0
11,13,1.0
186,4,1.0
42,2,-1.0
6,42,-1.0
15,-8,-1.0
-74,104,1.0
5,6,1.0
154,195,-1.0
-238,67,-1.0
6,-3,1.0
-5,65,-1.0
0,33,-1.0
-140,-11,1.0
-49,71,1.0
235,12,-1.0
12,10,-1.0
-77,86,1.0
-163,212,-1.0
-12,262,2.0
-75,181,-1.0
224,8,-1.0
43,11,-1.0
-173,202,-1.0
162,185,2.0
-25,12,1.0
-21,257,-1.0
4,10,1.0
-10,125,-1.0
200,38,1.0
48,20,1.0
56,117,-1.0
-218,108,-1.0
28,9,-1.0
0,0,1.0
-141,32,-1.0
-225,59,2.0
-10,8,1.0
-221,88,-1.0
-174,183,2.0
40,9,1.0
-114,15,-1.0
5,34,1.0
92,-2,-1.0
126,-2,-1.0
-5,16,1.0
191,237,-1.0
38,109,-1.0
-40,5,-1.0
207,169,2.0
-9,16,1.0
-9,4,-1.0
-2,1,-1.0
0,0,-1.0
59,127,1.0
39,88,-1.0
60,105,1.0
125,156,-1.0
-4,32,-1.0
27,62,1.0
39,52,-1.0
223,2,-1.0
2,51,-1.0
-5,19,1.0
-28,25,-1.0
169,211,-1.0
-223,73,-1.0
-230,51,-1.0
-60,94,1.0
241,89,-1.0
2,22,1.0
18,17,1.0
23,9,1.0
-221,31,-1.0
197,192,2.0
-1,14,1.0
227,16,-1.0
244,17,-1.0
-223,2,-1.0
31,43,-1.0
-126,20,1.0
-4,0,1.0
-221,-7,-1.0
50,95,1.0
12,0,1.0
1,-2,1.0
17,115,1.0
103,17,1.0
105,229,-1.0
-17,14,1.0
9,1,1.0
33,63,1.0
125,220,-1.0
-113,211,2.0
33,253,2.0
17,15,1.0
-87,236,2.0
36,243,2.0
1,-4,-1.0
-136,199,-1.0
31,258,2.0
-62,242,-1.0
-9,9,-1.0
29,22,1.0
-99,14,1.0
113,240,-1.0
-107,224,-1.0
-9,5,1.0
-223,2,-1.0
22,10,-1.0
48,111,1.0
15,8,-1.0
0,0,1.0
43,250,-1.0
115,246,-1.0
-5,-2,1.0
-229,29,-1.0
235,93,-1.0
-223,30,-1.0
-138,198,-1.0
92,117,1.0
2,85,1.0
-234,-1,-1.0
227,77,-1.0
-148,219,-1.0
138,229,2.0
-16,0,1.0
12,-4,-1.0
238,-11,-1.0
5,8,1.0
248,-8,-1.0
-10,36,-1.0
-2,-5,1.0
-228,-8,2.0
-48,148,-1.0
5,-5,1.0
0,6,-1.0
-5,23,-1.0
-16,8,-1.0
-7,22,1.0
-92,236,2.0
145,199,2.0
-5,13,1.0
-43,246,2.0
-89,172,1.0
195,155,-1.0
86,130,-1.0
156,195,2.0
141,207,-1.0
188,162,-1.0
11,8,1.0
62,247,-1.0
31,126,1.0
-102,237,-1.0
-5,116,1.0
-61,175,-1.0
-12,28,-1.0
-36,273,2.0
-170,204,-1.0
0,85,-1.0
-7,15,-1.0
-93,175,-1.0
176,195,-1.0
-164,204,-1.0
36,92,1.0
-39,15,1.0
-16,73,1.0
-43,68,-1.0
5,12,-1.0
0,0,1.0
11,53,1.0
23,46,-1.0
0,0,-1.0
230,12,-1.0
-7,89,1.0
-34,34,1.0
165,202,2.0
121,227,2.0
-222,152,-1.0
-145,-21,1.0
109,236,2.0
81,259,2.0
-234,11,2.0
-80,99,-1.0
-83,253,-1.0
-103,107,-1.0
-151,-10,-1.0
-26,262,-1.0
159,210,-1.0
-9,69,1.0
-72,-14,1.0
-32,44,1.0
20,34,1.0
157,205,2.0
-176,243,-1.0
119,59,1.0
97,238,-1.0
212,128,2.0
15,62,-1.0
-54,73,1.0
-42,25,-1.0
-223,148,-1.0
173,213,-1.0
-140,227,2.0
65,258,2.0
-4,58,-1.0
-72,242,-1.0
0,129,1.0
31,48,-1.0
-75,256,2.0
2,96,1.0
-5,40,1.0
-230,36,-1.0
114,73,-1.0
0,0,1.0
-27,46,1.0
-129,225,2.0
110,235,2.0
120,251,-1.0
164,209,-1.0
-4,256,-1.0
26,43,-1.0
0,0,-1.0
23,42,1.0
-223,42,-1.0
-42,85,-1.0
27,48,-1.0
-15,40,1.0
62,258,-1.0
7,58,1.0
239,22,2.0
-2,61,1.0
0,126,1.0
-218,142,2.0
-13,82,-1.0
-26,56,1.0
239,111,-1.0
-183,187,-1.0
43,87,-1.0
136,230,-1.0
13,105,1.0
-135,87,-1.0
238,36,2.0
67,98,-1.0
25,157,1.0
-225,57,-1.0
241,16,2.0
240,45,2.0
31,29,1.0
-18,27,1.0
240,6,-1.0
-223,88,-1.0
-224,80,-1.0
-29,258,-1.0
143,229,-1.0
-33,4,-1.0
-222,111,-1.0
239,52,-1.0
1,62,1.0
-224,-1,-1.0
239,38,2.0
-25,18,1.0
-146,10,-1.0
153,82,-1.0
12,295,-1.0
4,59,-1.0
102,103,-1.0
152,95,-1.0
-36,25,-1.0
0,0,-1.0
47,14,1.0
11,153,1.0
-28,16,-1.0
135,225,-1.0
-228,1,2.0
-148,200,2.0
82,16,-1.0
39,20,1.0
112,11,-1.0
65,171,1.0
75,29,-1.0
99,51,-1.0
10,85,-1.0
39,16,1.0
241,79,-1.0
0,0,1.0
56,94,-1.0
-228,-2,-1.0
5,42,-1.0
45,9,-1.0
-116,220,2.0
34,57,-1.0
-85,252,-1.0
-161,78,-1.0
17,36,1.0
222,38,2.0
6,53,-1.0
53,256,-1.0
27,155,-1.0
-232,29,2.0
48,13,-1.0
213,136,-1.0
-15,270,-1.0
-230,-4,-1.0
-25,21,1.0
-115,233,2.0
224,37,-1.0
-47,74,-1.0
-9,38,-1.0
-48,49,-1.0
15,10,1.0
-125,251,2.0
-229,55,-1.0
75,251,2.0
-2,22,1.0
-43,99,-1.0
196,160,2.0
6,41,1.0
-26,23,1.0
-48,53,-1.0
165,194,-1.0
27,26,1.0
-15,41,1.0
-167,214,-1.0
-4,165,-1.0
-234,12,2.0
-108,251,2.0
-13,134,-1.0
-167,218,2.0
116,226,-1.0
76,249,2.0
87,49,-1.0
1,28,1.0
92,41,-1.0
-58,95,-1.0
17,22,1.0
-216,147,2.0
69,44,1.0
14,129,1.0
-224,-3,2.0
48,38,-1.0
7,4,1.0
225,-22,2.0
229,-3,-1.0
116,235,2.0
-212,162,-1.0
-96,263,2.0
116,238,-1.0
2,4,1.0
55,25,1.0
-16,1,1.0
18,26,-1.0
2,8,1.0
16,15,1.0
-85,41,-1.0
-69,4,1.0
-244,2,-1.0
75,247,-1.0
11,33,-1.0
-175,238,2.0
-205,191,2.0
121,-16,-1.0
1,15,1.0
60,60,-1.0
-221,131,2.0
13,21,-1.0
45,248,-1.0
-59,105,1.0
-94,253,2.0
-179,205,-1.0
81,138,-1.0
10,256,2.0
4,18,-1.0
7,15,1.0
-70,73,1.0
-33,335,-1.0
235,6,-1.0
45,136,1.0
53,31,1.0
-86,250,-1.0
-9,11,1.0
64,20,1.0
25,184,-1.0
20,2,1.0
214,138,-1.0
-230,4,2.0
-103,225,-1.0
27,9,1.0
55,37,-1.0
154,230,2.0
-37,34,-1.0
-98,251,2.0
3,55,-1.0
4,46,-1.0
-214,120,2.0
-151,214,-1.0
42,106,1.0
31,269,2.0
54,272,2.0
-87,119,-1.0
121,255,-1.0
17,9,-1.0
-9,26,1.0
-222,147,-1.0
-230,106,2.0
-5,22,1.0
167,215,-1.0
39,41,1.0
-200,172,-1.0
-55,109,-1.0
200,174,-1.0
-135,241,-1.0
-162,211,-1.0
27,121,-1.0
-1,21,1.0
-49,246,-1.0
1,29,-1.0
7,10,-1.0
168,171,2.0
38,51,1.0
7,110,-1.0
-9,11,-1.0
-2,17,-1.0
-13,14,-1.0
-5,10,1.0
-223,2,-1.0
-2,10,1.0
-54,159,-1.0
-75,13,1.0
55,83,1.0
125,241,-1.0
-227,37,-1.0
-7,17,-1.0
26,27,-1.0
0,0,1.0
27,9,1.0
-179,172,-1.0
197,172,-1.0
-27,0,1.0
174,204,-1.0
224,137,2.0
249,40,-1.0
-77,17,-1.0
15,253,2.0
-234,111,2.0
1,25,-1.0
-86,240,-1.0
-1,124,-1.0
13,17,1.0
7,106,1.0
-138,16,-1.0
249,36,-1.0
-245,21,-1.0
-222,120,2.0
-140,206,2.0
-223,2,2.0
66,197,1.0
186,101,-1.0
4,14,1.0
-88,46,-1.0
13,288,2.0
-25,13,1.0
132,12,1.0
11,13,1.0
141,6,-1.0
-44,258,2.0
-6,256,2.0
-21,5,1.0
43,0,1.0
-2,7,1.0
-72,258,-1.0
21,13,1.0
16,74,-1.0
18,16,-1.0
10,21,-1.0
5,12,1.0
-239,-4,-1.0
223,2,-1.0
-148,228,-1.0
59,160,-1.0
-245,7,-1.0
-140,132,-1.0
225,49,-1.0
-1,179,1.0
225,99,-1.0
-5,15,1.0
-9,107,-1.0
-80,74,1.0
-161,209,-1.0
-235,34,2.0
27,13,-1.0
-9,13,1.0
-5,13,1.0
-113,20,-1.0
-11,65,1.0
181,204,2.0
-131,13,-1.0
7,5,1.0
-1,-5,1.0
1,255,2.0
0,3,1.0
-2,10,1.0
13,9,1.0
-1,80,-1.0
-233,0,2.0
-71,1,1.0
143,229,2.0
230,16,-1.0
-5,11,1.0
6,250,2.0
-116,222,2.0
-6,82,1.0
55,59,-1.0
-42,106,-1.0
114,146,-1.0
-229,17,2.0
2,-4,1.0
-58,9,-1.0
232,14,2.0
-230,-2,2.0
232,25,-1.0
114,231,2.0
29,19,-1.0
233,11,-1.0
186,177,-1.0
225,72,-1.0
25,-7,1.0
-61,26,-1.0
62,59,1.0
192,152,-1.0
-180,173,-1.0
-1,-8,1.0
-234,-5,2.0
2,57,-1.0
-22,253,-1.0
-233,19,-1.0
-39,17,-1.0
223,0,-1.0
145,294,-1.0
-147,238,2.0
-237,17,-1.0
42,25,1.0
-4,6,1.0
-110,12,-1.0
-4,138,-1.0
-219,125,-1.0
-202,153,-1.0
29,7,1.0
-165,189,2.0
21,12,-1.0
-161,205,-1.0
-109,10,-1.0
15,76,1.0
78,247,-1.0
0,5,1.0
-6,133,-1.0
230,36,2.0
195,157,2.0
-114,180,1.0
230,-5,2.0
49,80,-1.0
-156,209,-1.0
34,2,-1.0
228,64,2.0
45,116,-1.0
161,12,1.0
-13,4,1.0
25,105,1.0
-48,44,-1.0
110,233,-1.0
132,23,1.0
-233,-3,-1.0
-33,12,-1.0
-145,214,2.0
28,13,-1.0
-232,49,-1.0
4,4,1.0
-38,49,-1.0
-228,15,-1.0
18,78,1.0
-124,104,-1.0
-43,81,-1.0
-170,207,-1.0
-38,78,1.0
0,74,1.0
-27,12,-1.0
-32,28,1.0
17,31,-1.0
-56,57,-1.0
185,173,2.0
-150,238,-1.0
4,260,2.0
32,91,-1.0
233,6,-1.0
67,256,2.0
-31,25,1.0
217,132,-1.0
-26,20,-1.0
0,0,-1.0
6,39,1.0
154,195,2.0
76,73,-1.0
-2,64,1.0
-28,262,2.0
-125,246,2.0
-49,25,1.0
-132,-22,-1.0
-152,222,-1.0
-34,102,-1.0
-37,92,1.0
-27,31,-1.0
-44,83,1.0
22,68,1.0
-92,90,1.0
-240,-9,-1.0
-32,23,1.0
113,246,2.0
17,47,-1.0
159,-4,1.0
28,42,1.0
-140,231,-1.0
123,233,2.0
-116,97,-1.0
-186,176,-1.0
37,32,-1.0
-5,73,1.0
197,194,2.0
102,101,-1.0
-43,125,-1.0
12,25,1.0
-22,46,-1.0
-119,182,-1.0
2,52,-1.0
49,27,-1.0
1,272,2.0
27,46,1.0
-230,116,-1.0
