x,y,m
-219,130,-1.0
-32,89,-1.0
76,256,-1.0
119,239,2.0
217,176,-1.0
-92,-7,-1.0
-51,130,1.0
51,152,-1.0
-5,111,-1.0
0,0,1.0
162,220,-1.0
6,11,-1.0
18,5,1.0
2,26,1.0
-185,15,1.0
12,11,1.0
-228,43,-1.0
-227,25,-1.0
32,31,-1.0
201,195,-1.0
0,0,-1.0
0,0,-1.0
-58,98,1.0
-235,34,-1.0
-229,0,2.0
221,168,-1.0
-130,210,2.0
-229,37,2.0
-50,90,1.0
196,187,-1.0
22,37,-1.0
246,41,2.0
109,124,-1.0
158,209,-1.0
-54,252,-1.0
21,3,1.0
-45,256,2.0
-112,235,2.0
-17,10,-1.0
-234,30,-1.0
169,218,-1.0
83,137,1.0
6,116,-1.0
-234,88,2.0
188,160,-1.0
188,159,-1.0
0,0,1.0
-249,49,2.0
-60,50,1.0
-61,11,1.0
9,1,1.0
-18,262,2.0
-11,11,1.0
6,22,-1.0
206,126,2.0
-15,8,1.0
228,5,-1.0
-16,2,-1.0
-114,-6,-1.0
-88,167,-1.0
21,6,-1.0
0,0,-1.0
-4,260,-1.0
-176,267,-1.0
15,2,-1.0
89,136,-1.0
218,105,2.0
-212,188,-1.0
232,88,2.0
-243,-15,2.0
-234,138,-1.0
17,249,-1.0
-148,49,1.0
-210,164,2.0
221,92,2.0
15,252,-1.0
-12,-4,1.0
-4,34,1.0
-167,214,-1.0
-37,215,1.0
11,12,1.0
219,130,-1.0
114,257,2.0
-228,47,2.0
176,211,-1.0
121,236,-1.0
235,69,-1.0
-55,258,-1.0
-18,18,1.0
20,272,-1.0
96,137,1.0
98,147,-1.0
-9,21,1.0
75,256,2.0
44,25,-1.0
50,115,-1.0
11,43,1.0
-54,104,1.0
94,249,2.0
223,109,-1.0
69,141,1.0
0,52,-1.0
7,43,1.0
121,222,-1.0
-5,5,1.0
-109,-10,1.0
-10,126,-1.0
-125,168,1.0
86,253,-1.0
-157,202,-1.0
-107,238,2.0
-12,13,-1.0
199,176,-1.0
-49,141,-1.0
-167,209,-1.0
1,74,-1.0
-118,144,-1.0
224,-5,2.0
-240,34,-1.0
197,166,-1.0
-21,90,-1.0
233,25,-1.0
48,108,1.0
184,172,-1.0
121,222,2.0
-164,208,-1.0
-91,147,1.0
2,17,-1.0
1,4,-1.0
-135,232,2.0
-9,32,1.0
158,215,2.0
-34,17,-1.0
-70,87,-1.0
-10,9,1.0
-94,242,-1.0
-26,15,1.0
66,177,-1.0
-239,-20,-1.0
-32,10,1.0
-229,29,2.0
-80,113,1.0
18,14,1.0
-16,16,-1.0
11,98,-1.0
50,253,2.0
-12,-8,1.0
62,258,-1.0
-12,9,1.0
165,219,-1.0
-20,11,-1.0
150,218,2.0
48,260,2.0
-114,3,-1.0
-232,32,-1.0
91,247,-1.0
168,216,-1.0
0,22,1.0
229,35,-1.0
129,222,-1.0
-1,97,1.0
-26,32,-1.0
113,227,2.0
-22,7,-1.0
126,222,-1.0
-22,63,-1.0
-2,7,1.0
-146,206,-1.0
-12,262,-1.0
-162,8,-1.0
148,53,1.0
-50,91,-1.0
16,-1,1.0
141,55,-1.0
-65,195,1.0
-21,-3,1.0
102,233,2.0
-26,262,-1.0
153,205,-1.0
-20,7,1.0
37,75,1.0
230,104,-1.0
-194,164,-1.0
97,6,1.0
107,115,1.0
-4,28,-1.0
-51,99,-1.0
154,204,2.0
-27,8,1.0
-229,2,-1.0
-26,122,-1.0
-16,258,-1.0
15,-1,1.0
-158,220,-1.0
-188,162,2.0
81,173,1.0
-125,123,1.0
-13,195,-1.0
-180,215,-1.0
9,111,-1.0
44,173,-1.0
239,5,2.0
4,4,1.0
70,260,-1.0
136,84,-1.0
22,82,-1.0
21,250,-1.0
26,-4,1.0
-6,3,1.0
-18,136,1.0
5,69,1.0
-235,-6,2.0
21,240,2.0
163,197,2.0
-110,227,-1.0
-240,-13,2.0
161,103,-1.0
23,4,1.0
-225,-4,-1.0
-233,-22,2.0
202,143,2.0
25,256,2.0
-134,-7,-1.0
1,35,-1.0
0,0,1.0
-22,250,-1.0
2,58,1.0
-77,145,1.0
98,14,-1.0
-218,136,-1.0
227,8,-1.0
44,151,-1.0
12,63,1.0
-113,240,-1.0
6,264,-1.0
27,1,1.0
1,9,1.0
153,208,2.0
-137,0,1.0
-97,106,1.0
11,34,1.0
98,119,-1.0
112,231,-1.0
-137,224,2.0
112,261,-1.0
-11,32,1.0
154,3,1.0
168,200,2.0
-12,38,-1.0
145,222,-1.0
233,30,-1.0
-40,119,-1.0
0,0,-1.0
-12,0,1.0
-235,8,2.0
-225,5,2.0
-11,31,-1.0
-6,22,1.0
168,177,2.0
175,200,2.0
237,58,-1.0
36,267,-1.0
110,247,-1.0
229,55,2.0
199,184,-1.0
-59,141,-1.0
-54,252,-1.0
0,22,-1.0
-233,17,2.0
-135,209,2.0
-116,236,-1.0
-12,153,-1.0
0,0,1.0
-141,213,2.0
152,242,-1.0
186,-11,1.0
-20,22,-1.0
240,28,2.0
-58,131,1.0
-157,218,2.0
-234,57,2.0
1,11,1.0
-1,37,1.0
55,102,-1.0
-16,33,-1.0
44,146,1.0
194,185,-1.0
-20,43,1.0
240,39,2.0
-13,4,1.0
2,29,1.0
241,38,-1.0
94,253,-1.0
-83,46,1.0
172,230,-1.0
-29,65,1.0
232,59,2.0
230,33,2.0
-153,228,-1.0
126,238,-1.0
-151,235,-1.0
-7,15,1.0
49,121,-1.0
188,193,-1.0
213,137,-1.0
0,28,-1.0
0,0,1.0
-110,41,1.0
-54,133,-1.0
0,0,1.0
11,28,-1.0
54,265,-1.0
-228,29,2.0
-115,268,-1.0
-2,32,1.0
0,23,-1.0
9,25,-1.0
-43,84,1.0
100,274,2.0
-21,75,1.0
188,196,2.0
-1,0,1.0
146,230,-1.0
-127,99,-1.0
-2,257,-1.0
-120,147,-1.0
6,44,-1.0
-45,111,-1.0
69,247,-1.0
108,-1,-1.0
-229,83,2.0
22,10,-1.0
-235,25,2.0
10,46,1.0
-10,94,-1.0
4,57,-1.0
0,0,-1.0
-21,43,1.0
6,38,-1.0
-134,230,2.0
-10,33,1.0
-176,91,-1.0
55,121,-1.0
-64,263,-1.0
-83,46,1.0
-4,41,1.0
-164,248,-1.0
-9,34,1.0
16,21,-1.0
-233,13,2.0
20,173,-1.0
-17,16,1.0
-110,247,-1.0
21,29,1.0
-25,31,-1.0
13,268,2.0
27,23,-1.0
21,25,1.0
-4,5,1.0
-28,267,-1.0
-9,117,-1.0
-1,10,1.0
-6,2,1.0
-34,25,-1.0
127,226,-1.0
31,152,1.0
184,184,-1.0
-18,11,1.0
-28,40,-1.0
-82,32,-1.0
5,17,1.0
-142,219,-1.0
190,194,2.0
-22,11,1.0
9,273,2.0
110,109,-1.0
-9,15,1.0
25,25,-1.0
-191,185,-1.0
0,0,1.0
0,40,-1.0
26,64,1.0
-16,10,1.0
-97,241,-1.0
4,58,1.0
105,119,-1.0
-1,36,-1.0
-11,36,1.0
37,82,-1.0
233,82,2.0
-121,15,-1.0
6,50,-1.0
-1,9,1.0
-18,20,1.0
113,256,2.0
-194,178,-1.0
-6,6,1.0
0,-7,1.0
-80,260,2.0
0,-5,1.0
-227,17,2.0
-44,84,1.0
39,258,-1.0
-96,242,2.0
-1,8,1.0
-229,31,2.0
229,127,-1.0
33,25,-1.0
-237,70,2.0
71,85,1.0
39,18,1.0
29,26,-1.0
191,179,-1.0
48,186,-1.0
-59,106,1.0
-80,88,1.0
-16,44,-1.0
81,257,-1.0
-38,52,1.0
234,22,-1.0
172,193,-1.0
45,16,-1.0
6,80,1.0
-112,81,-1.0
5,10,1.0
107,136,-1.0
-143,221,-1.0
91,37,1.0
55,196,-1.0
10,26,1.0
38,29,1.0
18,17,1.0
10,55,-1.0
-134,62,1.0
110,102,1.0
31,28,-1.0
-116,259,2.0
132,239,-1.0
-104,281,-1.0
-191,183,2.0
81,122,-1.0
9,25,1.0
11,60,-1.0
-10,80,-1.0
157,209,-1.0
237,41,-1.0
62,31,-1.0
-76,263,-1.0
-118,92,-1.0
-2,55,-1.0
-10,78,-1.0
64,267,-1.0
104,143,1.0
-230,4,2.0
134,38,1.0
131,227,-1.0
-31,11,1.0
28,71,1.0
118,158,1.0
-170,193,2.0
-6,66,-1.0
98,266,-1.0
20,120,1.0
208,131,-1.0
113,290,-1.0
18,22,1.0
-4,8,1.0
89,237,-1.0
228,3,2.0
1,8,1.0
-227,126,-1.0
4,25,-1.0
-130,227,2.0
