x,y,m
-22,20,1.0
-16,14,-1.0
53,46,1.0
-26,13,1.0
123,137,-1.0
26,303,-1.0
-44,51,-1.0
51,106,1.0
-94,142,-1.0
227,105,2.0
1,32,1.0
176,182,-1.0
-212,132,2.0
162,225,2.0
-136,222,2.0
-195,150,-1.0
-70,30,1.0
23,15,1.0
2,284,-1.0
125,25,1.0
6,66,1.0
25,57,1.0
0,6,1.0
1,27,1.0
-223,67,-1.0
15,63,1.0
1,17,1.0
-121,31,-1.0
-85,47,-1.0
-123,253,-1.0
230,95,-1.0
152,47,1.0
1,25,-1.0
-98,240,-1.0
-232,22,-1.0
0,13,1.0
-32,32,1.0
-48,41,1.0
39,36,1.0
5,32,1.0
5,20,1.0
67,279,-1.0
-223,32,2.0
-168,258,-1.0
48,254,-1.0
-87,180,-1.0
141,15,-1.0
0,163,1.0
-7,27,1.0
82,239,2.0
1,46,-1.0
-16,25,1.0
-1,20,1.0
59,194,1.0
170,186,-1.0
81,69,-1.0
-4,38,1.0
115,259,-1.0
221,47,-1.0
-15,22,1.0
38,257,2.0
-9,49,-1.0
-183,183,-1.0
13,28,-1.0
0,0,1.0
18,29,1.0
-16,67,-1.0
-93,133,-1.0
-186,189,-1.0
44,28,-1.0
33,27,1.0
-222,20,-1.0
44,269,2.0
28,29,1.0
-167,237,-1.0
6,253,-1.0
17,23,1.0
224,67,2.0
-225,52,-1.0
-148,232,2.0
61,181,-1.0
-9,42,1.0
-179,217,-1.0
-75,254,-1.0
-131,218,-1.0
-29,46,1.0
227,7,2.0
225,41,-1.0
-146,216,-1.0
233,27,2.0
-172,199,-1.0
-234,11,-1.0
34,13,-1.0
100,240,2.0
-2,250,2.0
-235,22,-1.0
18,52,-1.0
34,116,1.0
5,10,1.0
116,227,-1.0
-181,184,2.0
-181,89,1.0
142,221,-1.0
40,252,-1.0
44,30,1.0
-125,19,-1.0
132,243,2.0
70,41,-1.0
12,14,-1.0
0,0,-1.0
114,225,-1.0
-17,8,-1.0
31,218,-1.0
-234,17,-1.0
26,15,1.0
-5,11,1.0
1,62,-1.0
12,-1,1.0
60,29,1.0
-6,1,1.0
-145,220,-1.0
32,14,-1.0
161,221,2.0
33,120,1.0
103,147,-1.0
-112,135,1.0
5,8,1.0
-49,40,1.0
-88,143,-1.0
72,-19,-1.0
18,10,-1.0
121,241,2.0
16,13,1.0
27,30,1.0
6,22,1.0
-129,224,2.0
-18,92,1.0
-233,29,-1.0
83,267,-1.0
-49,94,-1.0
121,7,1.0
-184,179,-1.0
99,227,-1.0
0,11,1.0
-227,29,2.0
-25,-1,-1.0
0,0,-1.0
29,12,1.0
-233,27,-1.0
-234,10,-1.0
20,123,-1.0
43,17,1.0
4,10,1.0
-26,17,-1.0
-189,185,2.0
26,81,-1.0
125,0,-1.0
-83,263,-1.0
-32,25,1.0
-13,13,1.0
-95,2,1.0
51,251,-1.0
0,7,-1.0
10,284,-1.0
-2,12,1.0
-161,209,-1.0
-138,215,2.0
-2,10,1.0
44,60,-1.0
-43,102,1.0
-4,53,-1.0
0,0,1.0
233,-4,2.0
-31,260,-1.0
0,63,-1.0
-239,7,-1.0
230,-5,-1.0
180,174,2.0
4,62,-1.0
179,184,2.0
-173,195,2.0
232,100,2.0
55,56,1.0
1,43,1.0
-11,246,2.0
0,17,1.0
146,211,-1.0
-232,17,-1.0
-221,99,-1.0
-112,111,1.0
31,85,1.0
-218,140,-1.0
18,21,1.0
113,234,-1.0
-97,26,-1.0
1,19,1.0
-125,43,-1.0
1,17,1.0
-47,124,1.0
-6,120,-1.0
219,100,-1.0
229,50,-1.0
80,35,1.0
9,105,1.0
-27,35,1.0
-9,266,-1.0
-233,22,-1.0
-1,15,1.0
7,15,1.0
134,226,-1.0
-1,15,1.0
0,21,1.0
-13,131,-1.0
-123,22,1.0
66,72,-1.0
181,261,-1.0
-25,136,-1.0
-208,146,-1.0
-232,21,-1.0
-11,110,1.0
6,14,1.0
-115,85,1.0
5,172,-1.0
159,202,-1.0
1,1,1.0
6,6,-1.0
2,5,1.0
2,-8,1.0
-6,18,-1.0
-114,175,-1.0
-152,202,-1.0
-110,261,-1.0
-235,20,2.0
175,185,-1.0
-96,116,-1.0
-7,10,1.0
-99,244,2.0
13,13,-1.0
-1,0,1.0
1,6,1.0
9,7,1.0
2,7,1.0
-1,-8,-1.0
-11,23,1.0
-4,-10,1.0
-89,80,-1.0
0,16,1.0
37,23,1.0
-103,109,1.0
-159,200,-1.0
-18,2,-1.0
176,178,2.0
7,26,-1.0
5,13,1.0
-66,248,-1.0
228,27,-1.0
-89,238,2.0
229,43,2.0
-5,7,1.0
6,134,1.0
6,1,1.0
125,227,-1.0
-6,1,1.0
65,65,-1.0
-1,6,1.0
-7,8,-1.0
0,-5,1.0
-18,5,-1.0
20,17,-1.0
-162,192,2.0
-16,14,-1.0
61,130,1.0
-200,151,2.0
-39,58,-1.0
-1,11,1.0
105,63,1.0
93,167,-1.0
199,157,-1.0
-55,122,-1.0
-180,180,2.0
-28,94,1.0
-163,11,-1.0
49,87,-1.0
228,15,-1.0
-142,425,-1.0
-5,8,1.0
6,10,1.0
10,72,1.0
-25,15,1.0
224,42,-1.0
-9,24,-1.0
16,24,1.0
1,3,1.0
-230,1,-1.0
-202,153,-1.0
50,36,1.0
37,250,-1.0
11,25,1.0
-2,24,1.0
227,19,-1.0
10,0,1.0
32,248,-1.0
71,250,2.0
-195,165,-1.0
-39,257,-1.0
233,-5,-1.0
0,0,1.0
11,5,-1.0
-1,80,1.0
-16,15,1.0
-237,1,-1.0
0,0,1.0
-15,31,-1.0
-233,-5,-1.0
94,12,-1.0
13,-1,1.0
-2,6,1.0
-115,233,-1.0
-151,206,-1.0
-32,81,-1.0
-138,215,-1.0
-159,202,-1.0
34,18,-1.0
0,-4,1.0
31,6,1.0
-13,43,-1.0
9,8,-1.0
-5,23,-1.0
-233,41,2.0
-2,12,1.0
205,155,2.0
-140,126,1.0
-70,155,-1.0
0,0,1.0
-18,23,-1.0
0,33,-1.0
0,53,-1.0
-21,8,-1.0
221,111,-1.0
69,246,2.0
47,4,1.0
-212,132,2.0
21,7,-1.0
7,16,-1.0
43,16,-1.0
5,267,-1.0
-112,247,-1.0
18,22,1.0
-11,5,1.0
16,26,1.0
25,63,1.0
-228,4,-1.0
-169,188,-1.0
-234,-12,2.0
-86,251,2.0
76,261,-1.0
-109,226,2.0
-45,245,-1.0
23,26,-1.0
31,264,-1.0
-134,-7,-1.0
235,36,2.0
-26,1,1.0
96,255,-1.0
-6,56,-1.0
129,214,-1.0
-18,15,-1.0
32,11,-1.0
-44,63,1.0
-47,248,-1.0
-38,20,-1.0
80,252,2.0
-67,80,1.0
67,138,-1.0
-216,120,-1.0
11,20,1.0
-64,40,-1.0
31,10,-1.0
-7,38,1.0
-121,37,1.0
0,22,1.0
81,21,1.0
-40,251,-1.0
-58,246,2.0
153,220,-1.0
9,92,1.0
62,52,1.0
211,142,-1.0
108,62,1.0
-230,25,-1.0
-112,238,-1.0
70,133,-1.0
167,201,2.0
120,259,-1.0
-11,199,-1.0
-170,231,2.0
-175,197,-1.0
58,247,-1.0
-27,10,1.0
-27,17,1.0
66,151,-1.0
-9,10,-1.0
153,204,2.0
-229,12,-1.0
-228,18,2.0
-232,28,2.0
62,132,1.0
25,21,-1.0
94,131,-1.0
-1,17,1.0
-234,16,2.0
32,13,-1.0
17,20,1.0
-7,142,1.0
-235,10,2.0
-27,8,1.0
-65,113,-1.0
105,241,-1.0
233,10,-1.0
100,90,-1.0
126,231,2.0
151,211,2.0
-167,226,-1.0
232,-3,-1.0
-229,70,2.0
237,1,-1.0
-25,18,-1.0
-192,218,2.0
-235,5,-1.0
-27,11,1.0
-6,6,1.0
51,47,-1.0
75,248,-1.0
0,0,-1.0
56,64,1.0
-7,4,1.0
-147,211,2.0
142,208,2.0
1,8,-1.0
-12,34,1.0
-34,263,-1.0
-55,36,1.0
94,129,-1.0
-2,105,-1.0
-126,227,-1.0
-120,6,-1.0
22,260,-1.0
71,237,-1.0
29,250,-1.0
188,178,-1.0
-234,-1,-1.0
-150,211,2.0
-229,22,2.0
45,14,-1.0
5,51,-1.0
-170,188,2.0
-36,16,-1.0
0,0,1.0
212,119,-1.0
237,17,-1.0
-232,19,-1.0
61,116,-1.0
-109,87,1.0
16,16,1.0
-96,83,-1.0
104,236,-1.0
103,240,-1.0
21,119,1.0
87,243,-1.0
-102,235,-1.0
-96,234,-1.0
-235,15,-1.0
43,73,1.0
88,152,-1.0
189,188,-1.0
207,124,-1.0
-237,1,2.0
2,5,1.0
227,20,-1.0
-210,159,-1.0
2,13,1.0
216,116,-1.0
-6,4,1.0
115,120,-1.0
4,79,-1.0
1,2,1.0
-4,2,1.0
-22,110,-1.0
2,15,-1.0
88,28,1.0
228,57,2.0
42,265,2.0
-189,178,-1.0
33,253,2.0
51,4,1.0
-11,5,1.0
156,202,-1.0
22,6,1.0
119,226,2.0
2,-3,1.0
-21,96,-1.0
29,0,-1.0
21,54,1.0
-9,-6,1.0
0,-3,1.0
11,-1,1.0
195,162,-1.0
21,26,-1.0
-230,-13,2.0
232,44,-1.0
-108,231,-1.0
90,61,1.0
2,10,1.0
87,43,1.0
234,10,2.0
-80,253,-1.0
34,8,1.0
229,11,-1.0
10,252,2.0
-11,8,1.0
-233,13,2.0
60,11,-1.0
0,0,1.0
11,18,-1.0
201,157,2.0
-5,10,1.0
153,199,-1.0
-37,256,-1.0
39,247,-1.0
109,13,1.0
56,155,-1.0
-13,6,-1.0
224,17,-1.0
-51,106,1.0
159,195,-1.0
2,49,1.0
-124,223,2.0
31,253,-1.0
143,202,2.0
-21,76,1.0
48,247,2.0
37,48,1.0
91,8,1.0
229,107,-1.0
29,11,-1.0
0,16,1.0
25,28,-1.0
60,49,1.0
0,1,1.0
-84,8,1.0
233,0,2.0
-56,105,-1.0
-185,186,2.0
-1,8,-1.0
