x,y,m
-17,27,-1.0
1,-3,1.0
-5,57,-1.0
-38,131,1.0
-29,100,1.0
92,246,-1.0
16,64,1.0
-103,230,-1.0
181,175,2.0
-65,116,-1.0
-40,105,1.0
-89,247,2.0
-56,209,-1.0
109,141,-1.0
12,15,1.0
-173,190,-1.0
-37,29,-1.0
0,0,-1.0
0,0,1.0
-28,125,-1.0
-21,5,1.0
23,8,1.0
0,63,1.0
54,246,-1.0
234,-3,2.0
-223,-5,-1.0
-4,5,-1.0
0,0,1.0
-10,-3,1.0
20,7,1.0
-33,76,-1.0
61,258,-1.0
-4,97,1.0
-201,207,2.0
1,8,1.0
22,25,1.0
145,200,-1.0
11,8,1.0
-105,235,2.0
-13,57,1.0
50,25,-1.0
-123,105,-1.0
-15,39,-1.0
15,12,1.0
70,44,-1.0
13,27,1.0
18,2,1.0
10,5,1.0
-26,52,-1.0
228,116,2.0
188,164,-1.0
154,231,-1.0
-110,243,2.0
114,252,-1.0
181,199,-1.0
237,74,2.0
-89,236,2.0
-227,62,-1.0
224,56,-1.0
5,232,1.0
233,42,-1.0
4,73,1.0
-131,215,2.0
158,199,2.0
235,24,2.0
-132,222,-1.0
-13,1,1.0
-13,8,1.0
145,89,-1.0
25,74,1.0
213,148,-1.0
136,172,-1.0
-147,203,2.0
233,30,2.0
16,157,1.0
146,216,-1.0
20,19,-1.0
25,14,-1.0
0,0,1.0
153,156,1.0
61,109,1.0
-39,36,-1.0
-11,15,1.0
6,34,1.0
-20,25,1.0
235,31,-1.0
-2,17,-1.0
4,22,1.0
186,174,-1.0
-67,129,-1.0
-34,36,-1.0
-11,6,1.0
-6,24,1.0
-7,11,-1.0
-1,119,1.0
-2,192,1.0
232,73,-1.0
89,152,1.0
-195,31,1.0
-93,288,2.0
-151,209,2.0
124,219,2.0
-18,6,1.0
-11,164,1.0
-138,214,-1.0
7,103,1.0
16,6,1.0
-17,4,1.0
232,72,-1.0
-40,250,2.0
-17,34,-1.0
97,226,-1.0
26,271,-1.0
156,237,2.0
17,17,1.0
191,710,-1.0
6,189,1.0
197,163,-1.0
59,99,1.0
-119,221,-1.0
157,218,-1.0
1,17,1.0
-225,26,2.0
-39,271,-1.0
-42,-33,-1.0
0,37,-1.0
55,45,1.0
55,34,-1.0
-159,222,2.0
147,232,-1.0
21,38,-1.0
21,21,-1.0
9,13,-1.0
211,178,2.0
51,268,-1.0
119,236,-1.0
28,256,-1.0
49,257,2.0
39,64,1.0
-9,8,1.0
58,253,2.0
141,218,2.0
229,32,2.0
23,16,-1.0
-150,199,2.0
-23,173,-1.0
196,-3,-1.0
-138,215,2.0
-76,269,-1.0
-17,22,-1.0
0,0,-1.0
23,13,-1.0
13,26,-1.0
-123,101,-1.0
0,0,-1.0
15,4,-1.0
-10,11,1.0
28,4,-1.0
-232,13,2.0
-38,204,1.0
33,186,-1.0
91,13,-1.0
82,242,2.0
214,115,2.0
-163,195,2.0
7,78,-1.0
15,15,-1.0
232,34,2.0
-10,34,1.0
10,8,-1.0
13,5,1.0
-230,20,2.0
-140,221,-1.0
195,10,1.0
228,31,2.0
9,6,1.0
-20,17,1.0
28,61,1.0
-120,122,-1.0
71,258,-1.0
192,114,-1.0
114,95,-1.0
135,252,-1.0
-109,229,2.0
118,179,1.0
2,72,-1.0
-119,224,2.0
-232,22,-1.0
18,55,1.0
-36,47,-1.0
-116,252,2.0
15,263,2.0
154,226,-1.0
135,234,-1.0
36,52,1.0
53,260,-1.0
-103,106,-1.0
-123,227,-1.0
1,95,-1.0
-98,75,-1.0
153,215,2.0
-103,243,2.0
-97,126,-1.0
-120,252,2.0
132,229,-1.0
-25,52,1.0
-97,250,2.0
-1,83,-1.0
31,58,-1.0
-162,209,-1.0
33,56,1.0
-230,8,2.0
85,127,-1.0
-154,22,-1.0
-241,-1,-1.0
-13,45,1.0
-86,167,1.0
237,77,2.0
-110,121,-1.0
-32,36,1.0
229,49,-1.0
45,163,-1.0
134,216,-1.0
23,26,1.0
86,254,-1.0
23,260,-1.0
15,31,-1.0
12,25,1.0
116,228,2.0
-42,47,-1.0
158,194,2.0
9,27,1.0
109,175,-1.0
183,189,-1.0
197,155,-1.0
-22,34,-1.0
9,37,1.0
-176,193,-1.0
27,38,1.0
17,37,1.0
116,220,-1.0
16,32,-1.0
-22,17,1.0
-23,25,1.0
