x,y,m
-61,39,1.0
-1,12,-1.0
38,247,-1.0
-80,242,-1.0
-43,73,-1.0
-66,247,2.0
6,249,2.0
1,13,1.0
-138,211,-1.0
26,16,-1.0
22,7,-1.0
-54,80,1.0
5,254,-1.0
49,246,-1.0
-64,123,-1.0
87,237,-1.0
-1,15,1.0
-88,34,-1.0
-6,1,-1.0
6,20,1.0
18,25,1.0
-7,-3,1.0
-224,18,2.0
16,20,-1.0
207,149,-1.0
119,222,-1.0
-23,42,-1.0
11,12,-1.0
-9,251,-1.0
113,222,-1.0
-161,200,2.0
58,120,-1.0
78,235,-1.0
-228,7,2.0
-2,-9,1.0
4,12,1.0
-17,33,1.0
-87,122,1.0
234,-1,2.0
20,23,-1.0
7,58,-1.0
230,29,-1.0
-70,43,1.0
5,74,-1.0
232,8,-1.0
216,132,2.0
-34,525,-1.0
-1,22,1.0
-176,177,-1.0
59,43,-1.0
232,3,2.0
-13,27,-1.0
-7,22,1.0
0,15,1.0
4,11,1.0
233,-6,2.0
1,20,1.0
-13,4,1.0
37,209,-1.0
-78,239,2.0
-13,8,1.0
-10,16,-1.0
-47,240,-1.0
-1,10,1.0
-21,52,-1.0
-9,31,-1.0
-76,235,2.0
-12,4,1.0
-17,57,-1.0
-13,10,1.0
-12,11,1.0
228,-21,-1.0
-26,250,-1.0
173,177,2.0
-11,5,-1.0
-5,11,1.0
-11,3,1.0
-27,92,-1.0
0,5,1.0
-9,11,-1.0
-108,218,-1.0
-138,77,-1.0
2,14,-1.0
228,79,-1.0
129,225,2.0
40,85,-1.0
-1,11,-1.0
-130,215,-1.0
-234,-7,-1.0
-240,122,-1.0
-29,276,-1.0
20,13,-1.0
121,43,-1.0
1,263,2.0
-227,129,2.0
-40,159,-1.0
-12,17,1.0
-29,3,1.0
38,264,-1.0
0,0,1.0
-81,164,-1.0
151,75,-1.0
-28,8,1.0
61,48,-1.0
67,52,-1.0
-72,262,-1.0
11,6,1.0
20,24,-1.0
22,20,1.0
-237,-4,2.0
-5,14,1.0
-18,25,-1.0
199,216,-1.0
-92,30,-1.0
-6,11,1.0
-17,16,1.0
-36,8,-1.0
43,69,-1.0
-239,-4,-1.0
199,135,-1.0
