date,game_id,game_url,game_type,season,game_number,away_team,home_team
2024-11-12,22400001,https://www.nba.com/game/atl-vs-bos-0022400001,regular,2025,1,ATL,BOS
2024-11-12,22400002,https://www.nba.com/game/mia-vs-det-0022400002,regular,2025,2,MIA,DET
2024-11-12,22400003,https://www.nba.com/game/cha-vs-orl-0022400003,regular,2025,3,CHA,ORL
2024-11-12,22400004,https://www.nba.com/game/nyk-vs-phi-0022400004,regular,2025,4,NYK,PHI
2024-11-12,22400005,https://www.nba.com/game/tor-vs-mil-0022400005,regular,2025,5,TOR,MIL
2024-11-12,22400006,https://www.nba.com/game/phx-vs-uta-0022400006,regular,2025,6,PHX,UTA
2024-11-12,22400007,https://www.nba.com/game/dal-vs-gsw-0022400007,regular,2025,7,DAL,GSW
2024-11-12,22400008,https://www.nba.com/game/min-vs-por-0022400008,regular,2025,8,MIN,POR
2024-11-15,22400009,https://www.nba.com/game/mia-vs-ind-0022400009,regular,2025,9,MIA,IND
2024-11-15,22400010,https://www.nba.com/game/phi-vs-orl-0022400010,regular,2025,10,PHI,ORL
2024-11-15,22400011,https://www.nba.com/game/det-vs-tor-0022400011,regular,2025,11,DET,TOR
2024-11-15,22400012,https://www.nba.com/game/was-vs-atl-0022400012,regular,2025,12,WAS,ATL
2024-11-15,22400013,https://www.nba.com/game/chi-vs-cle-0022400013,regular,2025,13,CHI,CLE
2024-11-15,22400014,https://www.nba.com/game/bkn-vs-nyk-0022400014,regular,2025,14,BKN,NYK
2024-11-15,22400015,https://www.nba.com/game/lal-vs-sas-0022400015,regular,2025,15,LAL,SAS
2024-11-15,22400016,https://www.nba.com/game/lac-vs-hou-0022400016,regular,2025,16,LAC,HOU
2024-11-15,22400017,https://www.nba.com/game/den-vs-nop-0022400017,regular,2025,17,DEN,NOP
2024-11-15,22400018,https://www.nba.com/game/phx-vs-okc-0022400018,regular,2025,18,PHX,OKC
2024-11-15,22400019,https://www.nba.com/game/mem-vs-gsw-0022400019,regular,2025,19,MEM,GSW
2024-11-15,22400020,https://www.nba.com/game/min-vs-sac-0022400020,regular,2025,20,MIN,SAC
2024-11-19,22400021,https://www.nba.com/game/cle-vs-bos-0022400021,regular,2025,21,CLE,BOS
2024-11-19,22400022,https://www.nba.com/game/cha-vs-bkn-0022400022,regular,2025,22,CHA,BKN
2024-11-19,22400023,https://www.nba.com/game/den-vs-mem-0022400023,regular,2025,23,DEN,MEM
2024-11-19,22400024,https://www.nba.com/game/nop-vs-dal-0022400024,regular,2025,24,NOP,DAL
2024-11-19,22400025,https://www.nba.com/game/okc-vs-sas-0022400025,regular,2025,25,OKC,SAS
2024-11-19,22400026,https://www.nba.com/game/uta-vs-lal-0022400026,regular,2025,26,UTA,LAL
2024-11-22,22400027,https://www.nba.com/game/bkn-vs-phi-0022400027,regular,2025,27,BKN,PHI
2024-11-22,22400028,https://www.nba.com/game/bos-vs-was-0022400028,regular,2025,28,BOS,WAS
2024-11-22,22400029,https://www.nba.com/game/ind-vs-mil-0022400029,regular,2025,29,IND,MIL
2024-11-22,22400030,https://www.nba.com/game/atl-vs-chi-0022400030,regular,2025,30,ATL,CHI
2024-11-22,22400031,https://www.nba.com/game/por-vs-hou-0022400031,regular,2025,31,POR,HOU
2024-11-22,22400032,https://www.nba.com/game/gsw-vs-nop-0022400032,regular,2025,32,GSW,NOP
2024-11-22,22400033,https://www.nba.com/game/dal-vs-den-0022400033,regular,2025,33,DAL,DEN
2024-11-22,22400034,https://www.nba.com/game/sac-vs-lac-0022400034,regular,2025,34,SAC,LAC
2024-11-26,22400035,https://www.nba.com/game/chi-vs-was-0022400035,regular,2025,35,CHI,WAS
2024-11-26,22400036,https://www.nba.com/game/mil-vs-mia-0022400036,regular,2025,36,MIL,MIA
2024-11-26,22400037,https://www.nba.com/game/hou-vs-min-0022400037,regular,2025,37,HOU,MIN
2024-11-26,22400038,https://www.nba.com/game/sas-vs-uta-0022400038,regular,2025,38,SAS,UTA
2024-11-26,22400039,https://www.nba.com/game/lal-vs-phx-0022400039,regular,2025,39,LAL,PHX
2024-11-29,22400040,https://www.nba.com/game/nyk-vs-cha-0022400040,regular,2025,40,NYK,CHA
2024-11-29,22400041,https://www.nba.com/game/cle-vs-atl-0022400041,regular,2025,41,CLE,ATL
