game_id,period,clock,home,scoreHome,away,scoreAway,playerNameI,teamTricode,description,actionType,subType,xLegacy,yLegacy,shotDistance,isFieldGoal,shotVal,scoreVal,location
S2324-G0578,3,00:00,POR,74.0,BKN,83.0,T. Davis,,Instant Replay3rd Period (11:47 PM EST),Instant Replay,Support Ruling,0,0,0,0,,,
S2324-G1077,3,02:36,DEN,94.0,CLE,69.0,T. Davis,,Instant Replay3rd Period (5:14 PM EST),Instant Replay                          ,Replay Center,0,0,0,0,,,
